CO_REGIAO;CO_UF;CO_MUNICIPIO;IN_CAPITAL;TP_DIMENSAO;TP_ORGANIZACAO_ACADEMICA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;IN_COMUNITARIA;IN_CONFESSIONAL;CO_CURSO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA;TX_EVASAO;ANO_BASE
1;12;1200203;0;1;1;1;1;0;0;113760;"""0115L02""";1;11;115;2;1;1;1;1;61;61;0;0;50;0;11;0;278;278;0;0;277;0;1;0;29;22;7;29;0;29;0;29;0;0;0;0;0;0;0;0;0;23;0;5;0;1;0;0;7;2;18;1;1;0;120;90;30;120;0;0;82;23;12;2;1;0;0;14;10;89;2;2;3;27;23;4;27;0;0;13;9;4;1;0;0;0;0;3;21;0;1;2;29;0;120;0;27;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;10;0;8;0;53;52;46;1;33;0;10;10;9;0;6;0;28;1;0;119;1;0;27;0;0;0;0;0;0;123;9;97;25;35;2;34;5;0;0;0;0;0.20689655172413793;2023
1;12;1200203;0;1;1;1;1;0;0;119074;"""0115L04""";1;11;115;2;1;1;1;1;65;65;0;0;50;0;15;0;190;190;0;0;186;0;4;0;41;29;12;41;0;40;0;40;0;0;0;0;0;1;0;0;0;36;3;1;1;0;0;0;9;3;25;2;1;1;118;70;48;118;0;1;94;15;6;1;1;0;0;25;12;78;1;1;1;7;4;3;7;0;0;4;1;2;0;0;0;0;0;0;7;0;0;0;41;0;118;0;7;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;13;0;5;0;40;39;30;2;18;0;4;4;2;0;3;0;40;1;0;117;1;0;7;0;0;0;0;0;0;119;8;82;4;63;12;56;1;0;0;0;0;0.04878048780487805;2023
1;12;1200203;0;1;1;1;1;0;0;119072;"""0115L13""";1;11;115;2;1;1;1;1;63;0;63;0;50;0;13;0;311;0;311;0;300;0;11;0;49;28;21;0;49;45;0;45;0;0;0;0;0;4;0;0;0;40;6;1;2;0;0;0;11;2;36;0;0;0;163;101;62;0;163;0;110;31;11;9;2;0;0;20;12;123;2;1;5;38;29;9;0;38;0;22;12;2;2;0;0;0;3;1;33;0;0;1;49;0;163;0;38;0;12;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;21;15;0;12;0;78;77;63;1;39;0;24;23;19;1;11;0;47;2;0;162;1;0;38;0;0;1;0;0;0;152;12;122;34;60;7;59;12;0;0;0;0;0.10204081632653061;2023
1;12;1200401;1;1;1;1;1;0;0;116190;"""0115L02""";1;11;115;2;1;1;1;1;70;0;70;0;50;0;20;0;481;0;481;0;460;0;21;0;46;30;16;0;46;42;0;42;0;0;0;0;0;4;0;0;0;30;6;3;4;2;0;1;16;6;24;0;0;0;104;66;38;0;104;0;55;18;12;7;9;2;1;27;12;64;1;0;0;5;3;2;0;5;0;3;1;0;0;1;0;0;0;1;4;0;0;0;46;0;104;0;5;0;7;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;10;0;7;0;38;37;27;3;17;0;2;1;1;1;0;0;45;1;0;101;3;0;5;0;0;0;0;0;0;76;4;53;4;60;10;59;4;0;0;0;0;1.173913043478261;2023
1;12;1200401;1;1;1;1;1;0;0;119050;"""0115L03""";1;11;115;2;1;1;1;1;67;67;0;0;50;0;17;0;189;189;0;0;186;0;3;0;38;28;10;38;0;37;0;37;0;0;0;0;0;1;0;0;0;23;7;0;1;5;2;0;12;4;22;0;0;0;63;45;18;63;0;0;38;8;4;3;7;3;0;19;9;33;0;1;1;2;1;1;2;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;37;1;62;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;13;0;9;0;29;29;22;0;17;0;0;0;0;0;0;0;36;2;0;61;2;0;2;0;0;0;0;0;0;55;5;34;1;13;4;13;0;0;0;0;0;0.34210526315789475;2023
1;12;1200401;1;1;1;1;1;0;0;119048;"""0115L04""";1;11;115;2;1;1;1;1;60;60;0;0;50;0;10;0;322;322;0;0;305;0;17;0;54;38;16;54;0;49;0;49;0;0;0;0;0;5;0;0;0;44;8;0;1;1;0;0;18;5;30;0;1;0;155;96;59;155;0;0;110;30;5;4;4;1;1;33;22;89;4;3;4;20;12;8;20;0;0;14;5;0;1;0;0;0;1;2;15;1;1;0;54;0;155;0;20;0;12;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;23;15;2;15;0;58;57;43;2;35;0;11;10;9;1;5;0;51;3;0;150;5;0;19;1;0;0;0;0;0;125;4;94;19;78;11;76;12;0;0;0;0;1.0185185185185186;2023
1;12;1200401;1;1;1;1;1;0;0;1300132;"""0115L07""";1;11;115;2;1;1;1;1;54;54;0;0;50;0;4;0;240;240;0;0;233;0;7;0;52;42;10;52;0;51;0;51;0;0;0;0;0;1;0;0;0;37;5;3;3;3;0;1;14;6;31;1;0;0;160;129;31;160;0;0;94;28;13;12;9;3;1;26;24;102;3;1;4;19;15;4;19;0;0;7;5;4;1;1;1;0;3;5;11;0;0;0;52;0;160;0;19;0;20;1;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;20;16;1;9;0;81;75;57;10;39;0;9;8;5;2;4;0;51;1;0;154;6;0;18;1;0;0;0;0;0;125;9;109;18;67;6;63;8;0;0;0;0;1.7307692307692308;2023
1;12;1200401;1;1;1;1;1;0;0;119046;"""0115L13""";1;11;115;2;1;1;1;1;52;52;0;0;50;0;2;0;286;286;0;0;276;0;10;0;53;37;16;53;0;52;0;52;0;0;0;0;0;1;0;0;0;45;4;2;0;1;1;0;13;3;36;0;0;1;187;135;52;187;0;0;127;33;14;4;7;1;1;49;26;98;5;0;9;23;16;7;23;0;0;12;5;3;0;2;0;1;8;3;10;1;0;1;53;0;187;0;23;0;10;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;19;0;14;0;80;79;63;1;51;0;10;9;7;1;5;0;52;1;0;176;11;0;21;2;0;0;0;0;0;154;8;131;20;94;9;92;15;0;0;0;0;1.509433962264151;2023
1;12;1200401;1;2;1;2;4;0;0;89379;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;12;1;0;0;13;6;0;0;7;0;0;0;0;0;0;0;3;3;4;0;2;1;0;3;2;6;1;0;1;14;9;5;0;0;0;4;5;4;0;0;1;0;3;1;9;1;0;0;3;1;2;0;0;0;0;1;1;0;0;1;0;0;0;3;0;0;0;13;0;14;0;3;0;0;0;0;0;10;0;0;0;0;10;0;0;10;0;8;0;0;0;0;8;0;0;8;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;14;0;0;3;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0.7692307692307693;2023
1;12;1200401;1;2;2;2;4;0;0;95400;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;9;3;0;0;10;10;0;0;0;0;0;0;2;0;0;0;7;2;1;1;1;0;0;4;0;6;0;0;2;16;8;8;0;0;0;6;3;3;1;3;0;0;5;0;9;0;0;2;4;1;3;0;0;0;0;2;1;1;0;0;0;0;0;4;0;0;0;12;0;16;0;4;0;0;0;0;0;12;0;0;0;0;12;0;0;12;0;16;0;0;0;0;16;1;0;16;0;4;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;11;5;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8333333333333334;2023
1;12;1200401;1;2;2;2;4;0;0;99968;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;6;0;0;11;10;1;0;0;0;0;0;1;0;0;0;1;3;1;1;4;2;0;7;0;5;0;0;0;28;15;13;0;0;0;5;6;1;4;9;3;0;17;2;9;0;0;0;3;0;3;0;0;0;0;0;0;2;1;0;0;2;1;0;0;0;0;12;0;28;0;3;0;1;0;0;0;12;0;0;0;0;12;0;0;12;0;25;0;0;0;0;25;1;0;25;0;3;0;0;0;0;3;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;25;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.75;2023
1;16;1600303;1;1;1;1;1;0;0;1268508;"""0115L18""";1;11;115;2;1;1;1;1;85;0;85;0;45;0;40;0;547;0;547;0;510;0;37;0;34;21;13;34;0;32;0;24;0;8;0;0;0;1;0;1;0;18;4;5;2;5;0;0;7;1;13;0;0;13;137;90;47;137;0;0;58;32;20;13;9;5;0;27;17;75;1;0;17;6;4;2;6;0;0;2;1;2;1;0;0;0;1;2;3;0;0;0;34;0;137;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;6;0;125;12;0;6;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0.15384615384615385;2023
1;16;1600303;1;1;1;1;1;0;0;1140361;"""0115L14""";1;11;115;2;1;1;1;1;85;85;0;0;30;0;55;0;113;113;0;0;82;0;31;0;26;23;3;26;0;23;0;23;0;0;0;0;0;3;0;0;0;15;4;1;3;2;1;0;2;4;12;0;0;8;210;160;50;208;2;0;79;35;24;20;36;11;5;56;19;121;2;2;10;21;16;5;21;0;0;1;5;5;2;5;3;0;3;1;16;1;0;0;26;0;209;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;2;0;175;28;7;20;1;0;38;0;37;10;0;0;0;0;18;7;18;2;0;0;0;0;0.0;2023
1;16;1600303;1;1;1;1;1;0;0;53534;"""0115L15""";1;11;115;2;1;1;1;1;68;68;0;0;30;0;38;0;186;186;0;0;125;0;61;0;37;29;8;37;0;25;0;25;0;0;0;0;0;11;0;1;0;27;2;2;4;1;1;0;2;4;17;1;0;13;173;115;58;173;0;0;86;38;17;19;8;4;1;39;15;104;1;0;14;21;15;6;21;0;0;11;6;2;1;1;0;0;5;1;15;0;0;0;36;1;172;1;21;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;5;0;139;32;2;13;8;0;0;0;0;0;0;0;0;0;11;4;11;1;0;0;0;0;0.0;2023
1;16;1600303;1;1;1;1;2;0;0;1147020;"""0115L13""";1;11;115;2;1;1;1;1;30;0;30;0;30;0;0;0;270;0;270;0;270;0;0;0;26;21;5;26;0;26;0;26;0;0;0;0;0;0;0;0;0;15;6;1;2;1;0;1;7;5;14;0;0;0;301;226;75;180;121;0;146;68;33;25;20;8;1;40;32;168;3;0;58;22;13;9;19;3;0;4;11;2;2;2;1;0;3;1;12;1;0;5;26;0;301;0;22;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;3;0;281;20;0;20;2;0;0;0;0;0;73;10;73;0;5;0;5;0;0;0;0;0;3.9615384615384617;2023
1;16;1600303;1;1;4;1;1;0;0;1419845;"""0115L15""";1;11;115;2;1;1;1;1;40;40;0;0;40;0;0;0;40;40;0;0;40;0;0;0;40;27;13;40;0;40;0;40;0;0;0;0;0;0;0;0;0;36;1;2;0;1;0;0;9;4;26;0;0;1;101;80;21;101;0;0;75;12;7;3;3;1;0;18;14;64;0;1;4;20;17;3;20;0;0;12;6;1;1;0;0;0;5;3;12;0;0;0;40;0;101;0;20;0;6;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;20;15;1;11;0;54;50;38;3;26;2;10;10;9;1;4;0;36;4;0;88;13;0;18;2;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0.75;2023
1;16;1600303;1;2;1;2;4;0;0;1183559;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;11;8;0;0;13;13;0;0;0;0;0;0;6;0;0;0;10;2;3;2;1;1;0;4;3;6;0;0;6;27;18;9;0;0;0;10;7;5;4;1;0;0;7;6;8;0;0;6;3;3;0;0;0;0;0;2;0;1;0;0;0;1;1;1;0;0;0;19;0;27;0;3;0;0;0;0;0;19;0;0;0;0;19;0;0;19;0;27;0;0;0;0;27;1;0;26;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;7;0;16;11;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7368421052631579;2023
1;16;1600303;1;2;1;2;4;0;0;89379;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;8;5;0;0;13;8;0;0;5;0;0;0;0;0;0;0;6;1;2;1;3;0;0;2;0;7;0;0;4;14;11;3;0;0;0;5;2;2;2;2;1;0;2;1;8;0;0;3;2;1;1;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;13;0;14;0;2;0;0;0;0;0;7;0;0;0;0;7;0;0;7;0;4;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;12;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6153846153846154;2023
1;16;1600303;1;2;1;2;4;0;0;1420105;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;2;0;0;12;10;1;0;1;0;0;0;0;0;0;0;5;3;0;1;2;1;0;0;1;5;1;0;5;14;12;2;0;0;0;4;6;2;1;1;0;0;1;0;10;1;0;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;12;0;14;0;1;0;0;0;0;0;6;0;0;0;0;6;0;0;6;0;5;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;12;2;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1.25;2023
1;16;1600303;1;2;1;2;4;0;0;1205437;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;14;3;0;0;8;2;4;0;2;0;0;0;9;0;0;0;6;1;2;2;4;2;0;10;0;7;0;0;0;36;22;14;0;0;0;7;5;6;4;9;3;2;13;2;20;0;0;1;9;5;4;0;0;0;0;2;3;1;1;1;1;4;0;5;0;0;0;17;0;36;0;9;0;2;1;2;1;1;0;0;0;0;1;1;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;0;27;9;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2023
1;16;1600303;1;2;2;2;4;0;0;1375259;"""0115L02""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6;5;0;0;11;11;0;0;0;0;0;0;0;0;0;0;3;1;1;2;1;1;2;8;0;3;0;0;0;12;7;5;0;0;0;4;1;1;2;1;1;2;8;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;12;0;0;0;0;0;0;0;11;0;0;0;0;11;0;0;11;0;12;0;0;0;0;12;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.45454545454545453;2023
1;16;1600303;1;2;2;2;4;0;0;1363693;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;11;7;0;0;18;16;2;0;0;0;0;0;0;0;0;1;5;0;2;4;2;3;1;11;1;6;0;0;0;24;15;9;0;0;1;6;2;3;4;4;3;1;13;1;10;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;18;0;24;0;1;0;2;1;1;0;17;0;0;0;0;17;0;0;17;0;23;0;0;0;0;23;0;0;23;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;0;23;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6666666666666666;2023
1;16;1600303;1;2;2;2;4;0;0;99968;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;14;4;0;0;16;14;2;0;0;0;0;0;2;0;0;0;2;4;2;3;5;1;1;8;2;8;0;0;0;25;19;6;0;0;0;3;6;3;5;6;1;1;11;2;12;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;18;0;25;0;1;0;0;0;0;0;16;0;0;0;0;16;0;0;16;0;21;0;0;0;0;21;0;0;21;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;25;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8888888888888888;2023
1;16;1600501;0;1;1;1;1;0;0;1270475;"""0115L14""";1;11;115;2;1;1;1;1;90;0;90;0;35;0;55;0;203;0;203;0;194;0;9;0;14;9;5;0;14;14;0;14;0;0;0;0;0;0;0;0;0;4;5;1;2;2;0;0;1;2;9;0;2;0;135;81;54;0;135;0;31;33;24;14;23;7;3;13;15;68;1;34;4;4;2;2;0;4;0;0;0;0;0;3;1;0;1;0;3;0;0;0;14;0;135;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;129;6;0;4;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0.0;2023
1;16;1600600;0;1;1;1;1;0;0;1321326;"""0115L13""";1;11;115;2;1;1;1;1;90;90;0;0;50;0;40;0;624;624;0;0;593;0;31;0;28;18;10;0;28;25;0;25;0;0;0;0;0;3;0;0;0;17;4;5;0;2;0;0;3;1;23;0;0;1;166;113;53;0;166;0;63;51;22;7;18;4;1;31;19;112;2;0;2;5;5;0;0;5;0;0;5;0;0;0;0;0;1;0;4;0;0;0;28;0;166;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;2;0;150;16;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;2023
1;16;1600600;0;1;3;2;4;0;0;114620;"""0115L13""";1;11;115;2;0;1;1;1;100;50;50;0;100;0;0;0;100;50;50;0;100;0;0;0;99;54;45;84;15;99;99;0;0;0;0;0;0;0;0;0;0;49;22;12;8;6;2;0;13;11;63;2;0;10;126;71;55;84;42;0;60;29;15;11;9;2;0;17;14;71;14;0;10;27;17;10;0;27;0;11;7;3;3;3;0;0;4;3;8;12;0;0;99;0;126;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;4;0;122;4;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0707070707070707;2023
1;13;1300607;0;1;1;1;1;0;0;101606;"""0115L12""";1;11;115;2;1;1;1;1;50;50;0;0;50;0;0;0;169;169;0;0;169;0;0;0;43;19;24;43;0;43;28;9;6;0;0;0;0;0;0;0;0;30;7;5;1;0;0;0;0;0;12;0;29;2;267;144;123;267;0;0;78;96;47;24;16;5;1;8;2;105;0;141;11;10;7;3;10;0;0;3;4;1;1;1;0;0;0;0;4;0;6;0;43;0;267;0;10;0;5;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;21;20;0;11;0;112;112;105;0;73;0;2;2;2;0;2;0;43;0;0;260;7;0;10;0;0;0;0;0;0;116;13;116;9;16;1;16;2;0;0;0;0;0.09302325581395349;2023
1;13;1301704;0;1;1;1;1;0;0;101641;"""0115L15""";1;11;115;2;1;1;1;1;50;0;50;0;50;0;0;0;96;0;96;0;96;0;0;0;36;22;14;0;36;36;28;8;0;0;0;0;0;0;0;0;0;25;3;3;2;2;1;0;6;6;19;0;3;2;199;140;59;0;199;0;96;60;22;11;6;4;0;31;15;135;2;6;10;10;8;2;0;10;0;4;5;1;0;0;0;0;2;0;7;1;0;0;36;0;199;0;10;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;11;0;6;0;72;72;64;0;45;0;4;4;3;0;4;0;34;2;0;191;8;0;10;0;0;0;0;0;0;69;13;68;10;22;0;22;1;0;0;0;0;0.1388888888888889;2023
