CO_REGIAO;CO_UF;CO_MUNICIPIO;IN_CAPITAL;TP_DIMENSAO;TP_ORGANIZACAO_ACADEMICA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;IN_COMUNITARIA;IN_CONFESSIONAL;CO_CURSO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA;TX_EVASAO;ANO_BASE
2;27;2700300;0;2;1;1;1;0;0;1357986;"""0115L02""";1;11;115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;23;9;0;0;0;0;0;0;0;0;0;0;0;32;0;0;4;8;7;7;5;1;0;8;0;10;0;0;14;39;29;10;0;0;0;8;10;6;8;5;2;0;7;0;14;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;3;0;3;3;0;0;3;0;0;0;0;0;0;0;29;3;0;33;6;0;0;0;0;32;32;30;0;1;1;1;0;8;0;8;0;0;0;0;0;0.125;2023
2;27;2700300;0;2;1;2;4;0;0;89379;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;18;6;0;0;24;19;4;0;1;0;0;0;0;0;0;0;9;5;5;2;2;1;0;3;0;13;0;0;8;42;31;11;0;0;0;10;11;10;6;4;1;0;7;0;29;0;0;6;12;9;3;0;0;0;0;4;3;3;2;0;0;4;0;7;0;0;1;24;0;42;0;12;0;0;0;0;0;17;0;0;0;0;17;2;0;15;0;23;0;0;0;0;23;2;0;21;0;6;0;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;0;39;3;0;10;2;0;0;0;0;0;1;0;1;1;2;1;2;0;0;0;0;0;0.75;2023
2;27;2700300;0;2;1;2;4;0;0;1420105;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;8;4;0;0;12;10;2;0;0;0;0;0;0;0;0;0;5;4;0;3;0;0;0;4;0;4;0;0;4;20;14;6;0;0;0;10;4;2;1;3;0;0;5;1;10;0;0;4;2;2;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;12;0;20;0;2;0;1;0;1;0;8;0;0;0;0;8;1;0;7;0;11;0;0;0;0;11;1;0;10;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;18;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1.0;2023
2;27;2700300;0;2;1;2;4;0;0;1205437;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;5;8;0;0;13;4;8;0;1;0;0;0;0;0;0;0;5;3;1;2;2;0;0;8;0;2;0;0;3;34;14;20;0;0;0;12;7;6;4;2;3;0;10;2;17;3;1;1;5;4;1;0;0;0;2;1;1;0;1;0;0;1;0;3;1;0;0;13;0;34;0;5;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;14;0;0;0;0;14;14;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;27;7;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.230769230769231;2023
2;27;2701209;0;2;2;2;4;0;0;1439070;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;11;2;0;0;13;0;0;0;13;0;0;0;0;0;0;0;4;2;0;1;5;1;0;1;0;1;0;0;11;19;16;3;0;0;0;4;5;0;4;5;1;0;1;0;1;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;2023
2;27;2702405;0;1;1;1;1;0;0;1151147;"""0115L13""";1;11;115;2;1;1;1;1;91;91;0;0;50;0;41;0;232;232;0;0;228;0;4;0;50;33;17;50;0;50;0;48;2;0;0;0;0;0;0;0;0;49;0;1;0;0;0;0;11;4;30;0;4;1;208;155;53;208;0;0;135;52;12;4;4;1;0;30;16;125;3;17;17;34;27;7;34;0;0;11;17;4;0;1;1;0;5;5;21;0;1;2;50;0;208;0;34;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;13;1;7;0;58;56;46;1;27;1;4;2;2;0;1;1;47;3;0;197;11;0;32;2;0;0;0;0;0;55;6;52;5;65;2;63;1;0;0;0;0;0.86;2023
2;27;2702405;0;2;1;1;1;0;0;1357986;"""0115L02""";1;11;115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;11;6;0;0;0;0;0;0;0;0;0;0;0;17;0;0;2;4;1;6;3;1;0;0;0;9;0;0;8;17;11;6;0;0;0;2;4;1;6;3;1;0;0;0;9;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;0;15;2;0;0;0;0;17;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;2023
2;27;2704302;1;1;1;1;1;0;0;25196;"""0115L02""";1;11;115;2;1;1;1;1;80;39;41;0;40;0;40;0;166;52;114;0;151;0;15;0;39;30;9;15;24;39;0;34;5;0;0;0;0;0;0;0;0;26;3;2;2;3;3;0;8;6;24;0;0;1;134;99;35;56;78;0;66;22;17;10;11;6;2;30;23;74;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;133;1;0;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;8;0;5;0;28;28;21;1;11;0;0;0;0;0;0;0;30;9;0;101;32;1;0;0;0;0;0;0;0;2;0;1;0;38;0;37;0;0;0;0;0;1.3846153846153846;2023
2;27;2704302;1;1;1;1;1;0;0;25810;"""0115L03""";1;11;115;2;1;1;1;1;33;33;0;0;20;0;13;0;61;61;0;0;58;0;3;0;20;14;6;20;0;20;0;11;9;0;0;0;0;0;0;0;0;10;7;0;1;2;0;0;8;1;7;2;0;2;62;46;16;62;0;0;23;17;8;5;7;1;1;19;6;26;3;0;8;4;2;2;4;0;0;0;1;2;0;1;0;0;1;2;1;0;0;0;20;0;62;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;3;0;1;0;0;0;0;0;0;0;9;11;0;35;27;0;2;2;0;0;0;0;0;4;0;2;0;18;0;18;3;0;0;0;0;1.1;2023
2;27;2704302;1;1;1;1;1;0;0;29475;"""0115L04""";1;11;115;2;1;1;1;1;74;38;36;0;40;0;34;0;296;139;157;0;255;0;41;0;45;26;19;20;25;41;1;40;0;0;0;0;0;4;0;0;0;35;2;3;2;3;0;0;15;7;21;0;1;1;175;102;73;90;85;0;106;37;12;10;9;1;0;48;26;83;1;1;16;7;6;1;5;2;0;3;4;0;0;0;0;0;3;0;3;0;0;1;45;0;175;0;7;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;12;1;9;0;50;50;39;2;25;0;1;1;1;0;0;0;27;18;0;112;63;0;6;1;0;0;0;0;0;7;1;7;2;76;5;72;1;0;0;0;0;0.8888888888888888;2023
2;27;2704302;1;1;1;1;1;0;0;1270444;"""0115L07""";1;11;115;2;1;1;1;1;60;60;0;0;30;0;30;0;71;71;0;0;70;0;1;0;28;21;7;28;0;28;0;0;28;0;0;0;0;0;0;0;0;6;8;3;1;8;1;1;4;1;10;0;0;13;148;112;36;148;0;0;20;42;27;15;32;9;3;17;15;48;2;2;64;25;19;6;25;0;0;1;9;4;4;5;2;0;3;4;15;1;0;2;28;0;148;0;25;0;8;7;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;9;5;7;5;0;15;9;5;6;5;0;0;0;0;0;0;0;26;2;0;132;16;0;22;3;0;0;0;0;0;13;0;13;3;51;0;51;2;0;0;0;0;1.0714285714285714;2023
2;27;2704302;1;1;1;1;1;0;0;31171;"""0115L13""";1;11;115;2;1;1;1;1;86;44;42;0;60;0;26;0;354;160;194;0;304;0;50;0;69;41;28;33;36;60;1;59;0;0;0;0;0;8;0;1;1;51;6;8;2;1;0;0;25;9;32;0;0;3;331;217;114;155;176;1;182;64;34;28;17;3;2;92;51;158;5;0;25;23;17;6;14;9;0;6;10;3;3;1;0;0;4;6;10;2;0;1;68;1;328;3;23;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;21;0;16;0;77;77;62;1;39;0;0;0;0;0;0;0;48;20;1;226;103;2;13;10;0;0;0;0;0;14;0;11;0;120;2;117;2;0;0;0;0;0.7971014492753623;2023
2;27;2704302;1;1;4;1;1;0;0;1161927;"""0115L13""";1;11;115;2;1;1;1;1;40;0;40;0;40;0;0;0;185;0;185;0;185;0;0;0;38;25;13;0;38;38;0;38;0;0;0;0;0;0;0;0;0;23;4;4;2;4;0;1;6;4;28;0;0;0;177;104;73;0;177;0;68;34;18;21;28;4;4;31;17;89;2;0;38;17;10;7;0;17;0;0;6;1;1;8;1;0;2;1;8;0;0;6;38;0;177;0;17;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;31;4;0;0;0;117;111;17;1;1;0;7;7;1;0;1;0;31;7;0;141;36;0;14;3;0;0;0;0;0;28;7;27;1;6;0;6;0;0;0;0;0;0.9736842105263158;2023
2;27;2704302;1;2;1;1;1;0;0;1357986;"""0115L02""";1;11;115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;60;27;0;0;0;0;0;0;0;0;0;0;0;87;0;0;15;9;18;13;20;10;2;13;7;28;2;0;37;85;59;26;0;0;0;13;10;16;15;18;11;2;12;6;27;3;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;84;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;6;0;6;0;11;11;5;0;4;0;0;0;0;0;0;0;79;8;0;76;9;0;0;0;0;88;87;78;0;0;0;0;0;5;0;5;0;0;0;0;0;0.16091954022988506;2023
2;27;2704302;1;2;1;2;4;0;0;1183559;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;20;11;0;0;18;18;0;0;0;0;0;0;13;0;0;0;9;6;8;4;3;1;0;6;1;12;2;0;10;57;34;23;0;0;0;15;15;13;4;6;3;1;13;2;21;3;1;17;3;1;2;0;0;0;0;0;2;0;0;1;0;1;0;2;0;0;0;31;0;57;0;3;0;1;0;1;0;29;0;0;0;0;29;1;0;29;0;54;0;0;0;0;54;1;0;54;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;18;0;20;37;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6451612903225806;2023
2;27;2704302;1;2;1;2;4;0;0;1125999;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;6;10;0;0;10;10;0;0;0;0;0;0;6;0;0;0;5;3;0;4;3;1;0;6;0;8;0;0;2;26;15;11;0;0;0;6;4;4;7;5;0;0;9;1;12;1;1;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;16;0;26;0;1;0;1;1;1;0;15;0;0;0;0;15;0;0;15;0;25;0;0;0;0;25;0;0;25;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7;0;15;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4375;2023
2;27;2704302;1;2;1;2;4;0;0;89379;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;23;5;0;0;27;23;1;0;3;0;0;0;1;0;0;0;9;2;2;5;9;0;1;5;1;15;0;1;6;31;24;7;0;0;0;7;6;3;4;8;2;1;3;3;19;0;1;5;3;3;0;0;0;0;0;1;0;1;0;1;0;0;0;3;0;0;0;28;0;31;0;3;0;0;0;0;0;18;0;0;0;0;18;1;0;17;0;15;0;0;0;0;15;1;0;14;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;4;0;24;7;0;1;2;0;0;0;0;0;3;0;1;0;1;1;1;0;0;0;0;0;1.0;2023
2;27;2704302;1;2;1;2;4;0;0;1420105;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;16;7;0;0;23;20;3;0;0;0;0;0;0;0;0;0;11;4;2;2;3;1;0;2;1;9;0;1;10;38;22;16;0;0;0;14;7;2;5;7;1;2;7;1;16;1;1;12;2;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;23;0;38;0;2;0;0;0;0;0;14;0;0;0;0;14;3;0;11;0;16;0;0;0;0;16;4;0;10;2;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;3;0;36;2;0;2;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;1.173913043478261;2023
2;27;2704302;1;2;2;2;4;0;0;1363693;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;9;7;0;0;16;14;2;0;0;0;0;0;0;0;0;0;4;4;2;3;1;1;1;6;1;8;1;0;0;25;15;10;0;0;0;4;5;5;6;3;1;1;11;2;11;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;16;0;25;0;1;0;0;0;0;0;14;0;0;0;0;14;0;0;14;0;18;0;0;0;0;18;0;0;18;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3;0;22;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.375;2023
2;27;2704302;1;2;2;2;4;0;0;99968;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;7;6;0;0;11;10;1;0;0;0;0;0;2;0;0;0;2;4;4;2;1;0;0;6;1;6;0;0;0;20;11;9;0;0;0;2;6;6;2;3;1;0;10;2;8;0;0;0;2;0;2;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;13;0;20;0;2;0;0;0;0;0;10;0;0;0;0;10;0;0;10;0;13;0;0;0;0;13;0;0;13;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;19;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6923076923076923;2023
2;27;2704302;1;2;2;2;4;0;0;1186955;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;6;0;0;3;3;0;0;0;0;0;0;9;0;0;0;2;2;3;4;0;1;0;6;1;3;0;0;2;28;20;8;0;0;0;3;4;5;6;6;3;1;12;2;8;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;15;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;2023
2;27;2704302;1;2;2;2;4;0;0;1363800;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9;6;0;0;15;15;0;0;0;0;0;0;0;0;0;0;3;6;4;1;1;0;0;14;0;1;0;0;0;22;15;7;0;0;0;3;6;5;4;4;0;0;22;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;15;0;22;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;16;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.26666666666666666;2023
2;27;2704302;1;2;2;2;5;0;0;1526189;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;8;5;0;0;11;8;3;0;0;0;0;0;2;0;0;0;4;1;1;1;5;0;1;6;0;4;0;0;3;21;12;9;0;0;0;7;1;4;0;5;2;2;9;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3;0;17;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1538461538461537;2023
2;27;2704500;0;2;1;1;1;0;0;1357986;"""0115L02""";1;11;115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;19;8;0;0;0;0;0;0;0;0;0;0;0;27;0;0;7;6;5;6;2;1;0;7;0;6;0;0;14;26;18;8;0;0;0;6;6;5;6;2;1;0;7;0;5;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;27;0;0;26;0;0;0;0;0;27;27;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0.037037037037037035;2023
2;27;2706307;0;1;1;1;2;0;0;113880;"""0115L04""";1;11;115;2;1;1;1;1;42;0;42;0;40;0;2;0;81;0;81;0;79;0;2;0;21;11;10;0;21;19;1;18;0;0;0;0;0;2;0;0;0;15;5;1;0;0;0;0;6;0;11;0;0;4;86;51;35;0;86;0;45;25;9;2;3;1;1;26;7;45;4;1;3;3;1;2;0;3;0;0;2;0;0;1;0;0;1;0;2;0;0;0;21;0;86;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;31;31;0;0;0;0;0;0;0;0;0;0;21;0;0;84;2;0;3;0;0;0;0;0;0;8;3;6;0;18;0;18;0;0;0;0;0;1.2857142857142858;2023
2;27;2706307;0;1;1;1;2;0;0;18944;"""0115L13""";1;11;115;2;1;1;1;1;26;0;26;0;25;0;1;0;78;0;78;0;77;0;1;0;23;19;4;0;23;22;0;22;0;0;0;0;0;1;0;0;0;20;0;1;1;0;1;0;11;2;10;0;0;0;112;96;16;0;112;0;77;20;7;4;3;1;0;25;4;79;2;0;2;14;11;3;0;14;0;8;5;1;0;0;0;0;3;0;11;0;0;0;23;0;112;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;0;0;0;0;55;55;0;0;0;0;6;6;0;0;0;0;23;0;0;97;15;0;11;3;0;0;0;0;0;18;2;18;0;19;1;19;1;0;0;0;0;0.391304347826087;2023
2;27;2706307;0;2;1;2;4;0;0;89379;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;10;1;0;0;11;8;0;0;3;0;0;0;0;0;0;0;5;2;0;4;0;0;0;0;1;6;1;1;2;13;10;3;0;0;0;4;3;1;3;2;0;0;1;1;9;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;11;0;13;0;1;0;0;0;0;0;10;0;0;0;0;10;0;0;10;0;7;0;0;0;0;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;13;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.6363636363636364;2023
2;27;2708006;0;2;1;2;4;0;0;1205437;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7;4;0;0;11;2;7;0;2;0;0;0;0;0;0;0;4;3;3;0;1;0;0;5;0;5;0;0;1;16;10;6;0;0;0;6;4;4;2;0;0;0;3;2;9;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;11;0;16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;13;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5454545454545454;2023
