CO_REGIAO;CO_UF;CO_MUNICIPIO;IN_CAPITAL;TP_DIMENSAO;TP_ORGANIZACAO_ACADEMICA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;IN_COMUNITARIA;IN_CONFESSIONAL;CO_CURSO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVPPI;QT_ING_RVQUILO;QT_ING_RVREFU;QT_ING_RVPOVT;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVIDOSO;QT_ING_RVINTERN;QT_ING_RVMEDAL;QT_ING_RVTRANS;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVPPI;QT_MAT_RVQUILO;QT_MAT_RVREFU;QT_MAT_RVPOVT;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVIDOSO;QT_MAT_RVINTERN;QT_MAT_RVMEDAL;QT_MAT_RVTRANS;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVPPI;QT_CONC_RVQUILO;QT_CONC_RVREFU;QT_CONC_RVPOVT;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVIDOSO;QT_CONC_RVINTERN;QT_CONC_RVMEDAL;QT_CONC_RVTRANS;QT_CONC_RVOUTROS;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA;TX_EVASAO;ANO_BASE
5;50;5008305;0;2;1;2;4;0;0;1205437;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;2;0;0;10;7;0;0;3;0;0;0;2;0;0;0;3;4;2;2;1;0;0;4;2;4;1;0;1;7;5;2;0;0;0;0;3;0;1;3;0;0;0;0;6;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;12;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.25;2024
2;27;2700300;0;1;1;1;1;0;0;1151780;"""0115L13""";01;011;0115;2;1;1;1;1;93;0;93;0;40;0;53;0;343;0;343;0;335;0;8;0;41;23;18;0;41;40;0;40;0;0;0;0;0;1;0;0;0;39;1;0;0;1;0;0;10;5;25;0;0;1;197;126;71;0;197;0;126;48;13;4;5;1;0;52;18;118;2;0;7;34;23;11;0;34;0;9;18;4;0;2;1;0;7;4;20;1;0;2;41;0;197;0;34;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;23;20;1;0;0;1;14;0;0;0;0;0;99;70;63;1;0;0;1;13;0;0;0;0;14;2;2;2;0;0;0;0;0;0;0;0;0;0;40;1;0;181;16;0;32;2;0;0;0;0;0;54;1;53;8;13;0;13;6;0;0;0;0;1.0;2024
2;27;2700300;0;1;1;1;2;0;0;103356;"""0115L14""";01;011;0115;2;1;1;1;1;20;20;0;0;20;0;0;0;91;91;0;0;91;0;0;0;19;14;5;19;0;19;0;19;0;0;0;0;0;0;0;0;0;18;0;1;0;0;0;0;9;0;8;0;0;2;76;65;11;76;0;0;51;19;4;1;1;0;0;22;5;39;1;0;9;10;10;0;10;0;0;6;3;0;0;1;0;0;1;0;9;0;0;0;19;0;76;0;10;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;32;32;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;18;1;0;69;7;0;7;3;0;0;0;0;0;14;1;14;0;13;0;13;2;0;0;0;0;0.2631578947368421;2024
2;27;2700300;0;1;4;1;1;0;0;1457554;"""0115L13""";01;011;0115;2;1;1;1;1;40;40;0;0;40;0;0;0;114;114;0;0;114;0;0;0;29;17;12;29;0;29;29;0;0;0;0;0;0;0;0;0;0;17;8;2;0;2;0;0;5;2;17;0;2;3;113;73;40;113;0;0;79;23;7;2;2;0;0;25;8;70;3;2;5;4;2;2;4;0;0;1;2;0;1;0;0;0;2;0;2;0;0;0;29;0;113;0;4;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;11;0;0;0;1;9;0;0;0;0;0;64;64;40;2;0;0;2;33;0;0;0;0;0;2;2;1;0;0;0;0;1;0;0;0;0;0;21;8;0;98;15;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4827586206896552;2024
2;27;2700300;0;2;1;2;4;0;0;89379;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;11;2;0;0;12;11;0;0;1;0;0;0;1;0;0;0;6;2;3;2;0;0;0;4;0;5;1;0;3;29;20;9;0;0;0;11;4;7;3;3;1;0;11;0;12;1;0;5;3;2;1;0;0;0;0;0;1;1;1;0;0;1;0;2;0;0;0;13;0;29;0;3;0;0;0;0;0;7;0;0;0;0;7;2;0;5;0;15;0;0;0;0;15;4;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;28;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5384615384615385;2024
2;27;2700300;0;2;1;2;4;0;0;1205437;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;14;5;0;0;15;3;9;0;3;0;0;0;4;0;0;0;10;3;1;3;1;0;1;11;3;5;0;0;0;32;15;17;0;0;0;11;7;2;7;1;3;1;14;3;13;1;1;0;2;2;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;19;0;32;0;2;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;10;0;0;0;0;10;10;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;0;29;3;0;1;1;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0.8947368421052632;2024
2;27;2701308;0;2;4;1;1;0;0;123255;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;21;9;0;0;30;30;0;0;0;0;0;0;0;0;0;0;9;7;2;6;4;1;1;12;2;16;0;0;0;63;40;23;0;0;0;10;10;10;20;10;2;1;16;1;42;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;62;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;29;2;0;0;0;0;0;0;0;0;0;0;54;54;5;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1;0;57;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;2024
2;27;2702405;0;1;1;1;1;0;0;1151147;"""0115L13""";01;011;0115;2;1;1;1;1;106;106;0;0;50;0;56;0;251;251;0;0;241;0;10;0;57;41;16;57;0;50;0;50;0;0;0;0;0;7;0;0;0;43;10;0;1;3;0;0;9;7;36;0;3;2;190;139;51;190;0;0;121;49;11;3;6;0;0;28;14;111;3;16;18;29;20;9;29;0;0;7;16;3;2;1;0;0;7;2;13;1;4;2;57;0;190;0;29;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;19;16;0;0;0;0;9;0;0;0;0;0;71;54;44;0;0;0;0;8;0;0;0;0;0;6;6;5;0;0;0;0;0;0;0;0;0;0;53;4;0;179;11;0;27;2;0;0;0;0;0;49;2;46;4;25;2;25;2;0;0;0;0;0.8245614035087719;2024
2;27;2704302;1;1;1;1;1;0;0;25196;"""0115L02""";01;011;0115;2;1;1;1;1;200;80;120;0;40;0;160;0;209;74;135;0;194;0;15;0;42;30;12;17;25;37;0;37;0;0;0;0;0;5;0;0;0;17;7;7;4;6;0;1;12;5;24;0;0;1;126;98;28;52;74;0;55;25;19;5;15;5;2;32;18;71;1;0;4;8;6;2;3;5;0;1;4;2;0;1;0;0;2;1;5;0;0;0;42;0;125;1;8;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;8;0;0;0;1;8;0;0;0;0;0;35;35;23;0;0;0;0;7;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;34;8;0;94;31;1;6;2;0;0;0;0;0;5;1;5;0;17;1;17;2;0;0;0;0;1.5;2024
2;27;2704302;1;1;1;1;1;0;0;25810;"""0115L03""";01;011;0115;2;1;1;1;1;61;61;0;0;20;0;41;0;57;57;0;0;50;0;7;0;24;13;11;24;0;20;4;16;0;0;0;0;0;4;0;0;0;11;3;3;5;1;1;0;4;2;17;0;0;1;60;45;15;60;0;0;25;13;5;9;7;1;0;14;7;33;3;0;3;6;6;0;6;0;0;1;2;1;2;0;0;0;0;2;3;0;0;1;24;0;60;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;5;0;0;0;0;1;0;0;0;0;0;9;9;8;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;17;7;0;36;24;0;5;1;0;0;0;0;0;3;1;3;1;14;1;14;1;0;0;0;0;1.0833333333333333;2024
2;27;2704302;1;1;1;1;1;0;0;29475;"""0115L04""";01;011;0115;2;1;1;1;1;96;48;48;0;40;0;56;0;346;162;184;0;307;0;39;0;46;27;19;20;26;38;0;38;0;0;0;0;0;8;0;0;0;40;2;3;1;0;0;0;10;5;27;1;0;3;178;99;79;84;94;0;113;37;11;8;8;0;1;51;26;87;1;1;12;17;11;6;10;7;0;5;8;1;1;1;0;1;5;1;7;0;0;4;46;0;178;0;17;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;23;18;0;0;0;1;13;0;0;0;0;0;59;59;48;0;0;0;1;12;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;37;9;0;108;70;0;7;10;0;0;0;0;0;11;0;9;0;32;2;30;1;0;0;0;0;1.065217391304348;2024
2;27;2704302;1;1;1;1;1;0;0;1270444;"""0115L07""";01;011;0115;2;1;1;1;1;80;80;0;0;50;0;30;0;37;37;0;0;37;0;0;0;32;20;12;32;0;32;32;0;0;0;0;0;0;0;0;0;1;10;3;3;6;6;3;0;5;2;7;0;0;18;129;92;37;129;0;1;20;31;22;17;24;12;2;15;12;39;0;1;62;32;24;8;32;0;0;1;11;6;5;7;0;2;6;4;11;0;1;10;32;0;129;0;32;0;10;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;1;0;0;0;1;1;0;0;0;0;3;14;11;3;0;0;0;4;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;10;22;0;95;34;0;27;5;0;0;0;0;0;5;0;5;0;20;0;20;5;0;0;0;0;1.28125;2024
2;27;2704302;1;1;1;1;1;0;0;31171;"""0115L13""";01;011;0115;2;1;1;1;1;137;68;69;0;60;0;77;0;379;160;219;0;352;0;27;0;69;39;30;34;35;63;0;63;0;0;0;0;0;6;0;0;0;55;5;5;2;2;0;0;21;11;34;0;0;3;321;203;118;148;173;0;185;64;25;26;18;2;1;101;50;150;4;0;16;36;25;11;21;15;0;8;17;3;6;2;0;0;11;9;10;2;0;4;69;0;319;2;35;1;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;33;28;0;0;0;1;19;0;0;0;0;0;97;97;79;0;0;0;1;19;0;0;0;0;0;3;3;2;0;0;0;0;0;0;0;0;0;0;57;12;0;232;87;2;23;12;1;0;0;0;0;23;1;23;3;59;2;57;6;0;0;0;0;1.2463768115942029;2024
2;27;2704302;1;1;4;1;1;0;0;1161927;"""0115L13""";01;011;0115;2;1;1;1;1;50;0;50;0;40;0;10;0;230;0;230;0;211;0;19;0;44;25;19;0;44;38;0;38;0;0;0;0;0;6;0;0;0;24;8;4;3;4;1;0;8;8;28;0;0;0;158;93;65;0;158;0;63;28;21;17;25;1;3;25;17;90;2;0;24;26;15;11;0;26;0;3;3;8;6;3;0;3;5;2;7;0;0;12;44;0;158;0;26;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;20;0;0;0;0;14;0;0;0;0;0;71;71;51;0;0;0;0;36;0;0;0;0;0;5;5;4;0;0;0;0;3;0;0;0;0;0;38;6;0;126;32;0;24;2;0;0;0;0;0;18;5;18;1;56;0;55;2;0;0;0;0;1.0909090909090908;2024
2;27;2704302;1;2;1;2;4;0;0;1183559;"""0115L04""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;14;16;0;0;19;19;0;0;0;0;0;0;11;0;0;0;6;7;7;4;6;0;0;10;2;11;0;0;7;47;24;23;0;0;0;11;14;10;3;7;2;0;14;1;14;2;0;16;4;3;1;0;0;0;2;1;0;0;1;0;0;0;0;2;0;0;2;28;2;47;0;4;0;1;0;1;0;30;0;0;0;0;30;0;0;30;0;47;0;0;0;0;47;0;0;47;0;4;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;20;0;15;32;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6666666666666667;2024
2;27;2704302;1;2;1;2;4;0;0;1125999;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;11;9;0;0;11;11;0;0;0;0;0;0;9;0;0;0;2;3;2;7;5;1;0;7;2;7;0;0;4;31;16;15;0;0;0;5;6;3;12;5;0;0;11;1;13;1;0;5;4;3;1;0;0;0;0;1;1;2;0;0;0;1;0;2;1;0;0;20;0;31;0;4;0;1;0;1;0;20;0;0;0;0;20;0;0;20;0;31;0;0;0;0;31;0;0;31;0;4;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;12;0;14;17;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1;2024
2;27;2704302;1;2;1;2;4;0;0;89379;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;16;8;0;0;23;18;2;0;3;0;0;0;1;0;0;0;4;3;5;3;5;4;0;3;0;11;1;0;9;31;18;13;0;0;0;6;6;5;4;7;3;0;6;3;13;0;0;9;2;2;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;24;0;31;0;2;0;0;0;0;0;8;0;0;0;0;8;0;0;8;0;11;0;0;0;0;11;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;26;5;0;1;1;0;0;0;0;0;3;0;2;1;1;0;0;0;0;0;0;0;0.9166666666666666;2024
2;27;2704302;1;2;1;2;4;0;0;1420105;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;14;7;0;0;21;16;5;0;0;0;0;0;0;0;0;0;6;5;2;3;3;1;1;8;0;2;0;0;11;40;24;16;0;0;0;15;10;2;2;7;1;3;12;2;12;1;0;13;2;1;1;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;21;0;40;0;2;0;0;0;0;0;8;0;0;0;0;8;0;0;8;0;10;0;0;0;0;10;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;38;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;1.0;2024
2;27;2704302;1;2;1;2;4;0;0;1205437;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7;4;0;0;10;8;1;0;1;0;0;0;1;0;0;0;2;2;1;2;3;1;0;4;1;5;0;0;1;19;11;8;0;0;0;3;4;2;4;4;2;0;5;2;12;0;0;0;4;2;2;0;0;0;0;1;0;2;1;0;0;2;0;2;0;0;0;11;0;19;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;11;8;0;3;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.45454545454545453;2024
2;27;2704302;1;2;2;2;4;0;0;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;6;0;0;11;10;1;0;0;0;0;0;0;0;0;0;1;6;2;1;1;0;0;4;0;7;0;0;0;16;7;9;0;0;0;2;7;2;2;2;1;0;5;2;9;0;0;0;2;2;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;11;0;16;0;2;0;0;0;0;0;11;0;0;0;0;11;0;0;11;0;15;0;0;0;0;15;0;0;15;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;15;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1818181818181819;2024
2;27;2704302;1;2;2;2;4;0;0;1186955;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;9;4;0;0;1;0;1;0;0;0;0;0;12;0;0;0;1;3;1;2;2;3;1;3;0;9;0;0;1;30;22;8;0;0;0;1;5;4;5;8;4;3;11;1;13;1;0;4;10;8;2;0;0;0;0;0;3;1;3;1;2;2;0;4;1;0;3;12;1;29;1;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;0;15;15;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5384615384615384;2024
2;27;2704302;1;2;2;2;4;0;0;1363801;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;6;0;0;6;0;1;0;5;0;0;0;6;0;0;0;0;1;3;2;4;2;0;12;0;0;0;0;0;23;14;9;0;0;0;4;3;3;2;8;2;1;16;1;3;0;1;2;3;1;2;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;2;12;0;23;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;16;7;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08333333333333333;2024
2;27;2704302;1;2;2;2;5;0;0;1526189;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;11;7;0;0;17;9;8;0;0;0;0;0;1;0;0;0;5;2;2;2;5;2;0;2;3;9;0;1;3;23;15;8;0;0;0;7;2;3;1;6;1;3;8;2;6;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;23;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;0;19;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8888888888888888;2024
2;27;2704708;0;1;4;1;1;0;0;1666328;"""0115L13""";01;011;0115;2;1;1;1;1;40;0;40;0;40;0;0;0;79;0;79;0;79;0;0;0;39;23;16;0;39;39;39;0;0;0;0;0;0;0;0;0;0;12;4;7;3;10;3;0;13;4;22;0;0;0;34;20;14;0;34;0;11;4;6;3;7;3;0;11;4;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;34;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;22;7;0;0;0;1;8;0;0;0;0;0;20;20;7;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;4;0;31;3;0;0;0;0;0;0;0;0;18;18;17;0;11;11;11;0;0;0;0;0;0.10256410256410256;2024
2;27;2706307;0;1;1;1;2;0;0;113880;"""0115L04""";01;011;0115;2;1;1;1;1;27;0;27;0;25;0;2;0;67;0;67;0;62;0;5;0;25;15;10;0;25;23;0;23;0;0;0;0;0;2;0;0;0;19;2;1;1;1;0;1;5;1;13;1;1;4;87;55;32;0;87;0;50;21;9;2;2;1;2;25;7;43;5;2;5;13;7;6;0;13;0;3;6;2;0;0;1;1;3;3;6;1;0;0;25;0;87;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;2;0;85;2;0;13;0;0;0;0;0;0;16;4;15;0;2;0;2;0;0;0;0;0;0.36;2024
