CO_REGIAO;CO_UF;CO_MUNICIPIO;IN_CAPITAL;TP_DIMENSAO;TP_ORGANIZACAO_ACADEMICA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;IN_COMUNITARIA;IN_CONFESSIONAL;CO_CURSO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA;TX_EVASAO;FEAT_RATIO_CANDIDATO_VAGA;FEAT_TAXA_OCUPACAO_VAGAS;FEAT_PCT_ING_FEM;FEAT_IDADE_MEDIA_ING;FEAT_PCT_ING_JOVEM;FEAT_PCT_ING_IDOSO;FEAT_PCT_ING_PRETA_PARDA;FEAT_PCT_ING_BRANCA;FEAT_INDICE_DIVERSIDADE;FEAT_PCT_ING_DEFICIENTE;FEAT_PCT_ING_RESERVA_SOCIAL;FEAT_PCT_ING_FINANC;FEAT_PCT_ING_COM_FIES;FEAT_PCT_ING_PROUNI;FEAT_PCT_VG_EAD;FEAT_PCT_VG_NOTURNO;FEAT_DOMINANCIA_MODALIDADE;FEAT_REGIAO_NORTE_NORDESTE;FEAT_PUBLICA;ANO_BASE
2;29;2918001;0;2;3;2;4;0;0;1405212;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;3;3;4;0;1;1;0;0;0;2;0;0;10;12;12;0;0;0;0;2;3;4;0;3;0;0;2;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;1.0;31.0;0.25;0.08333333333333333;0.16666666666666666;0.0;0.9722222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2023
2;29;2918407;0;2;1;2;4;0;0;1420105;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;8;4;0;0;12;9;1;0;2;0;0;0;0;0;0;0;4;2;2;2;2;0;0;2;1;3;0;0;6;14;11;3;0;0;0;4;4;3;1;1;1;0;3;1;2;0;0;8;3;3;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;3;12;0;14;0;3;0;0;0;0;0;6;0;0;0;0;6;1;0;5;0;6;0;0;0;0;6;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;12;2;0;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.75;0.0;0.0;0.6666666666666666;30.5;0.3333333333333333;0.0;0.3333333333333333;0.16666666666666666;0.9027777777777778;0.0;0.0;0.5;0.0;0.08333333333333333;0.0;0.0;DIURNO;1;0;2023
2;29;2918407;0;2;1;2;4;0;0;1615818;"""0115L07""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9;2;0;0;11;9;2;0;0;0;0;0;0;0;0;0;3;1;0;0;5;2;0;7;0;2;0;0;2;4;3;1;0;0;0;2;0;0;0;1;1;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6363636363636364;0.0;0.0;0.8181818181818182;38.63636363636363;0.2727272727272727;0.18181818181818182;0.18181818181818182;0.6363636363636364;0.5619834710743802;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2023
2;29;2919207;0;2;1;2;4;0;0;87237;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;12;2;0;0;14;14;0;0;0;0;0;0;0;0;0;0;6;3;3;0;2;0;0;1;2;4;0;0;7;19;17;2;0;0;0;7;3;3;2;4;0;0;4;2;5;0;1;7;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;14;0;19;0;1;0;0;0;0;0;6;0;0;0;0;6;0;0;6;0;12;0;0;0;0;12;0;0;12;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;0;14;5;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.42857142857142855;0.0;0.0;0.8571428571428571;28.071428571428573;0.42857142857142855;0.0;0.42857142857142855;0.07142857142857142;0.8928571428571429;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;DIURNO;1;0;2023
2;29;2924009;0;2;2;2;4;0;0;99968;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;0;0;16;16;0;0;0;0;0;0;0;0;0;0;2;5;3;3;3;0;0;9;0;7;0;0;0;47;37;10;0;0;0;11;10;9;10;7;0;0;27;2;17;1;0;0;4;4;0;0;0;0;0;1;1;1;1;0;0;2;0;2;0;0;0;16;0;47;0;4;0;0;0;0;0;16;0;0;0;0;16;0;0;16;0;44;0;0;0;0;44;0;0;44;0;4;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;47;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.25;0.0;0.0;1.0;32.4375;0.125;0.0;0.4375;0.5625;0.4921875;0.0;0.0;1.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2023
2;29;2924652;0;2;1;1;2;0;0;5001302;"""0115L13""";1;11;115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;47;21;0;0;68;68;0;0;0;0;0;0;0;0;0;0;13;15;10;12;16;1;1;6;35;27;0;0;0;146;113;33;0;0;0;21;36;22;27;34;6;0;17;39;49;0;0;41;14;14;0;0;0;0;2;1;3;4;3;1;0;2;1;3;0;0;8;68;0;146;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;3;0;138;8;0;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11764705882352941;0.0;0.0;0.6911764705882353;33.55882352941177;0.19117647058823528;0.029411764705882353;0.9117647058823529;0.08823529411764706;0.5696366782006921;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;1;2023
2;29;2927408;1;1;1;1;1;0;0;117076;"""0115L13""";1;11;115;2;1;1;1;1;63;0;63;0;45;0;18;0;184;0;184;0;166;0;18;0;47;28;19;0;47;29;0;28;0;1;0;0;0;18;0;0;0;22;9;5;6;5;0;0;11;11;16;0;0;9;175;125;50;0;175;0;67;36;23;24;18;7;0;20;36;86;0;1;32;26;22;4;0;26;0;5;5;7;3;3;3;0;0;2;16;0;0;8;47;0;175;0;26;0;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;10;0;4;0;73;73;64;0;35;0;12;12;9;0;5;0;18;29;0;92;83;0;15;11;0;0;0;0;0;13;0;11;3;37;3;37;6;0;0;0;0;1.6808510638297873;2.9206349206349205;0.746031746031746;0.5957446808510638;27.914893617021278;0.46808510638297873;0.0;0.574468085106383;0.23404255319148937;0.7745586238116795;0.0425531914893617;1.3333333333333333;0.0;0.0;0.0;0.0;1.0;NOTURNO;1;1;2023
2;29;2927408;1;1;1;1;2;0;0;83039;"""0115L04""";1;11;115;2;1;1;1;1;21;0;21;0;20;0;1;0;66;0;66;0;63;0;3;0;22;15;7;0;22;21;14;5;0;2;0;0;0;1;0;0;0;13;6;1;0;1;1;0;4;8;7;1;0;2;66;43;23;0;66;0;24;18;9;5;8;1;1;7;33;17;1;0;8;6;3;3;0;6;0;0;1;2;2;1;0;0;0;3;3;0;0;0;22;0;66;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;25;0;25;0;0;0;3;0;3;0;0;0;17;5;0;51;15;0;5;1;0;0;0;0;0;0;0;0;0;15;0;14;6;0;0;0;0;0.4090909090909091;3.142857142857143;1.0476190476190477;0.6818181818181818;25.772727272727273;0.5909090909090909;0.045454545454545456;0.6818181818181818;0.18181818181818182;0.731404958677686;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NOTURNO;1;1;2023
2;29;2927408;1;1;1;1;2;0;0;83034;"""0115L13""";1;11;115;2;1;1;1;1;22;22;0;0;20;0;2;0;116;116;0;0;112;0;4;0;22;17;5;22;0;20;12;8;0;0;0;0;0;2;0;0;0;15;6;0;0;0;1;0;3;9;8;0;0;2;87;63;24;87;0;0;47;24;8;3;4;1;0;10;44;28;0;0;5;8;6;2;8;0;0;3;4;1;0;0;0;0;0;6;2;0;0;0;22;0;87;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0;40;0;40;0;0;0;5;0;5;0;0;0;14;8;0;63;24;0;7;1;0;0;0;0;0;3;1;3;0;19;2;19;4;0;0;0;0;0.18181818181818182;5.2727272727272725;1.0;0.7727272727272727;24.181818181818183;0.6818181818181818;0.045454545454545456;0.7727272727272727;0.13636363636363635;0.6818181818181818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;1;2023
2;29;2927408;1;2;1;2;4;0;0;1183559;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;24;10;0;0;24;24;0;0;0;0;0;0;10;0;0;0;12;6;4;5;3;4;0;8;8;7;0;0;11;87;63;24;0;0;0;21;16;8;6;25;8;3;21;18;27;2;0;19;15;11;4;0;0;0;0;2;2;2;8;0;1;3;4;4;0;0;4;34;0;87;0;15;0;1;0;1;0;31;0;0;0;0;31;0;0;31;0;82;0;0;0;0;82;3;0;80;0;13;0;0;0;0;13;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;17;0;45;42;0;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0588235294117647;0.0;0.0;0.7058823529411765;31.823529411764707;0.35294117647058826;0.11764705882352941;0.4411764705882353;0.23529411764705882;0.8468858131487889;0.0;0.0;0.9117647058823529;0.0;0.0;0.0;0.0;DIURNO;1;0;2023
2;29;2927408;1;2;1;2;4;0;0;1125999;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;13;12;0;0;10;10;0;0;0;0;0;0;15;0;0;1;6;3;4;3;6;2;0;1;9;8;0;0;7;47;29;18;0;0;1;8;6;9;4;9;8;2;7;12;18;1;0;9;6;4;2;0;0;0;0;1;1;0;2;1;1;2;2;1;0;0;1;25;0;47;0;6;0;0;0;0;0;23;0;0;0;0;23;0;0;23;0;42;0;0;0;0;42;1;0;41;0;4;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;9;0;29;18;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0.0;0.0;0.52;33.72;0.28;0.08;0.68;0.04;0.7664;0.0;0.0;0.92;0.0;0.0;0.0;0.0;DIURNO;1;0;2023
2;29;2927408;1;2;1;2;4;0;0;1258526;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;12;3;0;0;13;13;6;0;7;0;0;0;2;0;0;0;2;2;2;1;6;1;1;4;5;6;0;0;0;5;5;0;0;0;0;2;1;1;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;5;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;2;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0666666666666667;0.0;0.0;0.8;39.13333333333333;0.13333333333333333;0.13333333333333333;0.7333333333333333;0.26666666666666666;0.6577777777777778;0.0;0.0;0.06666666666666667;0.0;0.0;0.0;0.0;DIURNO;1;0;2023
2;29;2927408;1;2;1;2;4;0;0;89379;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;21;5;0;0;24;14;1;0;9;0;0;0;2;0;0;0;7;5;4;3;3;1;3;5;6;9;0;0;6;33;24;9;0;0;0;6;7;6;6;4;2;2;8;6;16;0;0;3;3;2;1;0;0;0;0;1;1;1;0;0;0;1;0;2;0;0;0;25;1;33;0;3;0;0;0;0;0;17;0;0;0;0;17;1;0;16;0;18;0;0;0;0;18;2;0;16;0;2;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;5;0;29;4;0;3;0;0;0;0;0;0;1;0;1;0;7;2;6;0;0;0;0;0;1.0384615384615385;0.0;0.0;0.8076923076923077;34.84615384615385;0.2692307692307692;0.15384615384615385;0.5769230769230769;0.19230769230769232;0.7899408284023668;0.0;0.0;0.6538461538461539;0.0;0.038461538461538464;0.0;0.0;DIURNO;1;0;2023
2;29;2927408;1;2;1;2;4;0;0;1420105;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;22;9;0;0;31;26;3;0;2;0;0;0;0;0;0;0;11;5;4;4;2;5;0;3;4;10;0;0;14;49;36;13;0;0;0;18;10;6;5;3;7;0;6;14;14;0;0;15;6;3;3;0;0;0;1;0;1;1;2;1;0;1;1;1;0;0;3;31;0;49;0;6;0;1;1;1;0;25;0;0;0;0;25;2;0;23;0;24;0;0;0;0;24;2;0;22;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;4;0;39;10;0;6;0;0;0;0;0;0;0;0;0;0;8;2;7;1;0;0;0;0;0.8387096774193549;0.0;0.0;0.7096774193548387;32.483870967741936;0.3548387096774194;0.16129032258064516;0.45161290322580644;0.0967741935483871;0.8699271592091571;0.03225806451612903;0.0;0.8064516129032258;0.0;0.06451612903225806;0.0;0.0;DIURNO;1;0;2023
2;29;2927408;1;2;1;2;4;0;0;1205437;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;11;4;0;0;14;7;3;0;4;0;0;0;1;0;0;0;2;2;2;2;4;3;0;3;5;6;0;0;1;31;25;6;0;0;0;8;3;4;5;6;2;3;5;11;13;0;0;2;2;2;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;15;0;31;0;2;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;0;21;10;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.8666666666666667;0.0;0.0;0.7333333333333333;38.6;0.13333333333333333;0.2;0.7333333333333333;0.2;0.6888888888888889;0.06666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2023
2;29;2927408;1;2;2;2;4;0;0;1378726;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;13;6;0;0;8;2;6;0;0;0;0;0;11;0;0;0;8;4;3;1;2;1;0;3;3;6;1;0;6;37;26;11;0;0;0;13;8;4;2;7;2;1;5;7;15;1;0;9;5;4;1;0;0;0;1;1;0;2;1;0;0;0;1;4;0;0;0;19;0;37;0;5;0;0;0;0;0;3;0;0;0;0;3;3;0;0;0;4;0;0;0;0;4;4;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3;0;29;8;0;4;1;0;0;0;0;0;0;0;0;0;4;1;4;0;0;0;0;0;1.0;0.0;0.0;0.6842105263157895;29.157894736842106;0.42105263157894735;0.05263157894736842;0.47368421052631576;0.15789473684210525;0.8476454293628809;0.0;0.0;0.15789473684210525;0.0;0.15789473684210525;0.0;0.0;DIURNO;1;0;2023
2;29;2927408;1;2;2;2;4;0;0;1379000;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;33;12;0;0;18;4;14;0;0;0;0;0;27;0;0;0;18;9;4;2;7;5;0;4;5;24;0;0;12;69;49;20;0;0;0;24;17;11;3;8;6;0;6;11;39;1;0;12;11;7;4;0;0;0;1;4;2;1;3;0;0;0;3;6;1;0;1;45;0;69;0;11;0;0;0;0;0;9;0;0;0;0;9;9;0;0;0;12;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;8;0;51;18;0;7;4;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0.4888888888888889;0.0;0.0;0.7333333333333333;31.4;0.4;0.1111111111111111;0.6444444444444445;0.08888888888888889;0.6953086419753086;0.0;0.0;0.2;0.0;0.2;0.0;0.0;DIURNO;1;0;2023
2;29;2927408;1;2;2;2;4;0;0;1363693;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;19;14;0;0;31;29;2;0;0;0;0;0;2;0;0;0;6;3;5;6;10;2;1;21;1;11;0;0;0;52;30;22;0;0;0;8;7;8;8;11;8;2;30;7;15;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;33;0;52;0;2;0;0;0;0;0;29;0;0;0;0;29;0;0;29;0;44;0;0;0;0;44;1;0;44;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;5;0;46;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5151515151515151;0.0;0.0;0.5757575757575758;36.78787878787879;0.18181818181818182;0.09090909090909091;0.36363636363636365;0.6363636363636364;0.48301193755739213;0.0;0.0;0.8787878787878788;0.0;0.0;0.0;0.0;DIURNO;1;0;2023
2;29;2927408;1;2;2;2;4;0;0;1375276;"""0115L07""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;10;5;0;0;14;14;0;0;0;0;0;0;1;0;0;0;0;3;1;5;3;2;1;6;1;8;0;0;0;40;31;9;0;0;0;5;7;4;9;7;6;2;18;7;14;1;0;0;3;2;1;0;0;0;0;0;0;1;1;1;0;1;0;2;0;0;0;15;0;40;0;3;0;7;1;5;0;11;0;0;0;0;11;0;0;11;0;33;0;0;0;0;33;4;0;33;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;2;0;37;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0.0;0.0;0.6666666666666666;40.53333333333333;0.0;0.2;0.6;0.4;0.5511111111111111;0.06666666666666667;0.0;0.7333333333333333;0.0;0.0;0.0;0.0;DIURNO;1;0;2023
2;29;2927408;1;2;2;2;4;0;0;99968;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;15;8;0;0;21;18;3;0;0;0;0;0;2;0;0;0;5;1;3;3;10;1;0;11;4;8;0;0;0;50;30;20;0;0;0;7;7;6;6;18;5;1;22;14;14;0;0;0;3;2;1;0;0;0;0;1;0;0;2;0;0;3;0;0;0;0;0;23;0;50;0;3;0;1;0;1;0;20;0;0;0;0;20;0;0;20;0;41;0;0;0;0;41;1;0;41;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;5;0;45;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8695652173913043;0.0;0.0;0.6521739130434783;36.69565217391305;0.21739130434782608;0.043478260869565216;0.5217391304347826;0.4782608695652174;0.6200378071833648;0.0;0.0;0.8695652173913043;0.0;0.0;0.0;0.0;DIURNO;1;0;2023
2;29;2927408;1;2;2;2;4;0;0;1575905;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;8;5;0;0;10;4;6;0;0;0;0;0;3;0;0;0;3;3;2;2;2;1;0;0;0;5;0;0;8;9;7;2;0;0;0;1;3;2;2;0;1;0;0;0;3;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;9;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46153846153846156;0.0;0.0;0.6153846153846154;32.84615384615385;0.23076923076923078;0.07692307692307693;0.38461538461538464;0.0;0.8520710059171598;0.0;0.0;0.07692307692307693;0.0;0.07692307692307693;0.0;0.0;DIURNO;1;0;2023
