CO_REGIAO;CO_UF;CO_MUNICIPIO;IN_CAPITAL;TP_DIMENSAO;TP_ORGANIZACAO_ACADEMICA;TP_CATEGORIA_ADMINISTRATIVA;TP_REDE;CO_CURSO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA;TX_EVASAO;FEAT_RATIO_CANDIDATO_VAGA;FEAT_TAXA_OCUPACAO_VAGAS;FEAT_PCT_ING_FEM;FEAT_IDADE_MEDIA_ING;FEAT_PCT_ING_JOVEM;FEAT_PCT_ING_IDOSO;FEAT_PCT_ING_PRETA_PARDA;FEAT_PCT_ING_BRANCA;FEAT_INDICE_DIVERSIDADE;FEAT_PCT_ING_DEFICIENTE;FEAT_PCT_ING_RESERVA_SOCIAL;FEAT_PCT_ING_FINANC;FEAT_PCT_ING_COM_FIES;FEAT_PCT_ING_PROUNI;FEAT_PCT_VG_EAD;FEAT_PCT_VG_NOTURNO;FEAT_DOMINANCIA_MODALIDADE;FEAT_REGIAO_NORTE_NORDESTE;FEAT_PUBLICA;ANO_BASE;IN_COMUNITARIA;IN_CONFESSIONAL;QT_ING_RVPPI;QT_ING_RVQUILO;QT_ING_RVREFU;QT_ING_RVPOVT;QT_ING_RVIDOSO;QT_ING_RVINTERN;QT_ING_RVMEDAL;QT_ING_RVTRANS;QT_MAT_RVPPI;QT_MAT_RVQUILO;QT_MAT_RVREFU;QT_MAT_RVPOVT;QT_MAT_RVIDOSO;QT_MAT_RVINTERN;QT_MAT_RVMEDAL;QT_MAT_RVTRANS;QT_CONC_RVPPI;QT_CONC_RVQUILO;QT_CONC_RVREFU;QT_CONC_RVPOVT;QT_CONC_RVIDOSO;QT_CONC_RVINTERN;QT_CONC_RVMEDAL;QT_CONC_RVTRANS
2;23;2304400;1;2;3;4;2;1533042;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;16;2;0;0;18;18;0;0;0;0;0;0;0;0;0;0;5;2;4;4;2;1;0;0;0;16;2;0;0;18;16;2;0;0;0;5;2;4;4;2;1;0;0;0;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;18;0;0;0;0;0;0.0;0.0;0.0;0.8888888888888888;32.22222222222222;0.2777777777777778;0.05555555555555555;0.8888888888888888;0.0;0.19753086419753085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2305506;0;1;1;2;1;66263;"""0115L13""";01;011;0115;2;1;1;1;1;46;16;30;0;30;0;16;0;82;4;78;0;78;0;4;0;27;20;7;1;26;26;26;0;0;0;0;0;0;1;0;0;1;23;2;0;0;1;0;0;5;0;15;0;0;7;156;102;54;63;93;1;99;32;12;6;4;2;0;49;8;66;2;0;31;16;8;8;7;9;0;8;5;3;0;0;0;0;6;1;7;1;0;1;27;0;156;0;16;0;5;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;3;0;4;0;1;1;0;0;1;0;24;3;0;146;9;1;16;0;0;0;0;0;0;12;1;12;0;24;4;24;2;0;0;0;0;0.14814814814814814;1.7826086956521738;0.5869565217391305;0.7407407407407407;22.185185185185187;0.8888888888888888;0.0;0.5555555555555556;0.18518518518518517;0.6570644718792866;0.0;0.0;0.0;0.0;0.0;0.0;0.6521739130434783;NOTURNO;1;1;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2305803;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;12;6;0;0;16;15;1;0;0;0;0;0;2;0;0;0;7;4;5;0;2;0;0;8;0;4;0;0;6;28;21;7;0;0;0;9;5;10;2;2;0;0;15;0;7;0;0;6;3;3;0;0;0;0;0;0;3;0;0;0;0;2;0;1;0;0;0;18;0;28;0;3;0;1;0;1;0;16;0;0;0;0;16;0;0;16;0;25;0;0;0;0;25;0;0;25;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;0;9;19;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2222222222222222;0.0;0.0;0.6666666666666666;28.055555555555557;0.3888888888888889;0.0;0.2222222222222222;0.4444444444444444;0.7530864197530864;0.0;0.0;0.8888888888888888;0.0;0.0;0.0;0.0;DIURNO;1;0;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2305902;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;12;2;0;0;13;12;1;0;0;0;0;0;1;0;0;0;4;4;4;0;2;0;0;3;0;4;0;0;7;35;24;11;0;0;0;16;6;8;0;5;0;0;13;0;15;0;0;7;2;2;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;14;0;35;0;2;0;1;0;1;0;14;0;0;0;0;14;0;0;14;0;34;0;0;0;0;34;1;0;34;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;0;10;25;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21428571428571427;0.0;0.0;0.8571428571428571;29.285714285714285;0.2857142857142857;0.0;0.2857142857142857;0.21428571428571427;0.8724489795918368;0.0;0.0;1.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2306306;0;2;2;4;2;1363693;"""0115L04""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;9;3;0;0;10;7;3;0;0;0;0;0;2;0;0;0;8;1;1;0;2;0;0;4;2;1;0;0;5;15;11;4;0;0;0;8;1;2;2;2;0;0;6;2;2;0;0;5;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;12;0;15;0;1;0;0;0;0;0;11;0;0;0;0;11;1;0;11;0;14;0;0;0;0;14;1;0;14;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;12;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.0;0.0;0.75;26.416666666666668;0.6666666666666666;0.0;0.25;0.3333333333333333;0.8541666666666666;0.0;0.0;0.9166666666666666;0.0;0.08333333333333333;0.0;0.0;DIURNO;1;0;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2306306;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;20;7;0;0;24;21;3;0;0;0;0;0;3;0;0;0;10;6;6;1;4;0;0;4;4;8;0;0;11;44;29;15;0;0;0;17;9;11;2;5;0;0;17;4;12;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;44;0;0;0;0;0;0;0;26;0;0;0;0;26;1;0;26;0;41;0;0;0;0;41;4;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;6;0;21;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7037037037037037;0.0;0.0;0.7407407407407407;28.925925925925927;0.37037037037037035;0.0;0.4444444444444444;0.14814814814814814;0.8683127572016461;0.0;0.0;0.9629629629629629;0.0;0.037037037037037035;0.0;0.0;DIURNO;1;0;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2306405;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;13;6;0;0;19;15;4;0;0;0;0;0;0;0;0;1;4;7;2;2;2;1;0;4;0;6;0;0;9;29;18;11;0;0;1;6;8;6;3;3;2;0;9;1;10;0;0;9;2;1;1;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;19;0;29;0;2;0;0;0;0;0;19;0;0;0;0;19;0;0;19;0;26;0;0;0;0;26;1;0;26;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;0;18;11;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2631578947368421;0.0;0.0;0.6842105263157895;30.157894736842106;0.2631578947368421;0.05263157894736842;0.3157894736842105;0.21052631578947367;0.8559556786703602;0.0;0.0;1.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2306603;0;2;1;4;2;1205437;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;10;6;0;0;16;5;8;0;3;0;0;0;0;0;0;0;7;3;3;3;0;0;0;4;2;7;2;0;1;12;7;5;0;0;0;4;3;2;3;0;0;0;3;1;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;0;10;2;0;0;0;0;0;0;0;0;12;11;12;0;17;16;12;0;0;0;0;0;0.3125;0.0;0.0;0.625;27.1875;0.4375;0.0;0.5625;0.25;0.71484375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2307304;0;1;1;1;1;1457122;"""0115L07""";01;011;0115;2;1;1;1;1;52;52;0;0;40;0;12;0;157;157;0;0;148;0;9;0;30;24;6;30;0;28;0;28;0;0;0;0;0;2;0;0;0;18;8;2;0;2;0;0;8;5;13;4;0;0;78;60;18;78;0;0;44;18;7;3;6;0;0;27;10;36;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;78;0;0;0;12;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;13;0;9;0;30;30;24;2;14;0;0;0;0;0;0;0;30;0;0;77;1;0;0;0;0;0;0;0;0;77;16;68;0;33;3;32;0;0;0;0;0;0.6666666666666666;3.019230769230769;0.5769230769230769;0.8;24.933333333333334;0.6;0.0;0.6;0.26666666666666666;0.6955555555555555;0.0;1.5625;0.0;0.0;0.0;0.0;0.0;DIURNO;1;1;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2307601;0;1;1;2;1;34669;"""0115L04""";01;011;0115;2;1;1;1;1;66;10;56;0;46;0;20;0;33;1;32;0;31;0;2;0;25;13;12;1;24;23;7;16;0;0;0;0;0;2;0;0;0;21;4;0;0;0;0;0;9;2;10;0;0;4;102;51;51;42;60;0;64;16;12;6;4;0;0;26;5;51;0;0;20;7;3;4;7;0;0;4;1;1;1;0;0;0;0;0;5;0;0;2;25;0;102;0;7;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;11;0;8;0;2;2;2;0;2;0;21;4;0;84;16;2;7;0;0;0;0;0;0;2;0;1;0;5;0;5;1;0;0;0;0;0.04;0.5;0.3787878787878788;0.52;21.96;0.84;0.0;0.48;0.36;0.704;0.0;0.0;0.0;0.0;0.0;0.0;0.8484848484848485;NOTURNO;1;1;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2307601;0;1;1;2;1;121954;"""0115L13""";01;011;0115;2;1;1;1;1;112;102;10;0;92;0;20;0;51;51;0;0;50;0;1;0;33;27;6;33;0;32;19;13;0;0;0;0;0;1;0;0;0;30;2;1;0;0;0;0;8;2;18;0;0;5;165;131;34;102;63;0;109;29;12;6;6;3;0;53;7;79;2;1;23;7;6;1;3;4;0;2;2;2;1;0;0;0;4;0;0;0;0;3;33;0;165;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;10;10;9;0;9;0;0;0;0;0;0;0;28;5;0;141;17;7;5;0;2;0;0;0;0;5;0;4;0;15;0;15;0;0;0;0;0;0.06060606060606061;0.45535714285714285;0.29464285714285715;0.8181818181818182;21.696969696969695;0.9090909090909091;0.0;0.6060606060606061;0.24242424242424243;0.6400367309458219;0.0;1.0;0.0;0.0;0.0;0.0;0.08928571428571429;DIURNO;1;1;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2307650;0;2;1;1;1;1610237;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;23;8;0;0;31;31;0;0;0;0;0;0;0;0;0;0;4;5;6;7;7;2;0;7;4;18;0;0;2;19;16;3;0;0;0;2;4;5;5;2;1;0;2;3;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;8;0;6;0;10;10;7;0;5;0;0;0;0;0;0;0;26;5;0;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3548387096774194;0.0;0.0;0.7419354838709677;35.32258064516129;0.12903225806451613;0.06451612903225806;0.7096774193548387;0.22580645161290322;0.595213319458897;0.0;1.5454545454545454;0.0;0.0;0.0;0.0;0.0;DIURNO;1;1;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2307650;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;12;3;0;0;13;12;1;0;0;0;0;0;2;0;0;0;3;1;3;0;5;3;0;2;1;5;0;0;7;22;19;3;0;0;0;3;1;6;3;5;4;0;5;2;8;0;0;7;2;1;1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;15;0;22;0;2;0;0;0;0;0;15;0;0;0;0;15;0;0;15;0;20;0;0;0;0;20;1;0;20;0;2;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;16;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.0;0.0;0.8;38.4;0.2;0.2;0.4;0.13333333333333333;0.8666666666666667;0.0;0.0;1.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2307650;0;2;3;4;2;1533042;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;17;6;0;0;23;23;0;0;0;0;0;0;0;0;0;0;9;4;1;3;6;0;0;6;0;13;0;0;4;23;17;6;0;0;0;9;4;1;3;6;0;0;6;0;13;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;23;23;23;0;0;0;0;0;0.0;0.0;0.0;0.7391304347826086;30.869565217391305;0.391304347826087;0.0;0.5652173913043478;0.2608695652173913;0.612476370510397;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2308104;0;2;1;1;1;1610237;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;39;7;0;0;46;46;0;0;0;0;0;0;0;0;0;0;9;7;5;12;10;3;0;10;6;30;0;0;0;39;34;5;0;0;0;7;6;5;9;9;3;0;9;6;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;0;4;0;7;7;7;0;4;0;0;0;0;0;0;0;45;1;0;38;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15217391304347827;0.0;0.0;0.8478260869565217;34.71739130434783;0.1956521739130435;0.06521739130434782;0.782608695652174;0.21739130434782608;0.5103969754253308;0.0;1.5;0.0;0.0;0.0;0.0;0.0;DIURNO;1;1;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2308401;0;1;1;2;1;1327519;"""0115L13""";01;011;0115;2;1;1;1;1;40;0;40;0;40;0;0;0;20;0;20;0;20;0;0;0;20;16;4;0;20;20;20;0;0;0;0;0;0;0;0;0;0;15;2;3;0;0;0;0;19;0;1;0;0;0;298;220;78;0;298;0;162;81;29;18;7;1;0;183;17;85;12;0;1;21;18;3;0;21;0;10;6;1;3;1;0;0;8;2;10;1;0;0;20;0;298;0;21;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;0;114;184;0;17;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0.5;0.5;0.8;23.25;0.75;0.0;0.05;0.95;0.09500000000000008;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NOTURNO;1;1;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2308500;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;12;4;0;0;16;16;0;0;0;0;0;0;0;0;0;0;6;2;4;2;2;0;0;2;1;4;0;0;9;21;17;4;0;0;0;6;3;5;3;4;0;0;6;1;5;0;0;9;3;3;0;0;0;0;0;1;0;1;1;0;0;2;0;1;0;0;0;16;0;21;0;3;0;0;0;0;0;14;0;0;0;0;14;0;0;14;0;18;0;0;0;0;18;0;0;18;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;17;4;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0.0;0.0;0.75;29.5;0.375;0.0;0.3125;0.125;0.91796875;0.0;0.0;0.875;0.0;0.0;0.0;0.0;DIURNO;1;0;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2309508;0;2;1;1;1;1610237;"""0115L13""";01;011;0115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;42;9;0;0;51;51;0;0;0;0;0;0;0;0;0;0;14;11;4;7;12;2;1;16;5;29;0;0;1;36;29;7;0;0;0;12;6;3;6;7;1;1;12;5;18;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;5;0;4;0;6;6;4;0;4;0;0;0;0;0;0;0;49;2;0;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29411764705882354;0.0;0.0;0.8235294117647058;33.19607843137255;0.27450980392156865;0.058823529411764705;0.6666666666666666;0.3137254901960784;0.5686274509803921;0.0;1.5714285714285714;0.0;0.0;0.0;0.0;0.0;DIURNO;1;1;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2309607;0;2;1;4;2;1205437;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;8;3;0;0;10;5;5;0;0;0;0;0;1;0;0;0;4;2;2;3;0;0;0;5;0;6;0;0;0;16;11;5;0;0;0;5;4;2;2;3;0;0;4;0;10;0;0;2;3;2;1;0;0;0;0;2;0;0;1;0;0;0;0;3;0;0;0;11;0;16;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;14;2;0;2;1;0;0;0;0;0;13;10;13;1;17;11;16;3;0;0;0;0;0.09090909090909091;0.0;0.0;0.7272727272727273;28.454545454545453;0.36363636363636365;0.0;0.5454545454545454;0.45454545454545453;0.49586776859504145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23;2311306;0;1;1;2;1;22597;"""0115L04""";01;011;0115;2;1;1;1;1;35;30;5;0;30;0;5;0;36;34;2;0;34;0;2;0;21;9;12;21;0;21;12;9;0;0;0;0;0;0;0;0;0;20;0;1;0;0;0;0;6;2;11;1;0;1;71;36;35;37;34;0;49;10;8;2;2;0;0;20;7;35;3;0;6;7;2;5;1;6;0;3;2;1;1;0;0;0;0;1;5;0;0;1;21;0;71;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;0;4;0;2;2;2;0;2;0;18;3;0;67;4;0;7;0;0;0;0;0;0;2;0;2;0;6;1;6;0;0;0;0;0;0.09523809523809523;1.0285714285714285;0.6;0.42857142857142855;21.523809523809526;0.9523809523809523;0.0;0.6190476190476191;0.2857142857142857;0.6326530612244898;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;DIURNO;1;1;2022;;;;;;;;;;;;;;;;;;;;;;;;;;
