CO_REGIAO;CO_UF;CO_MUNICIPIO;IN_CAPITAL;TP_DIMENSAO;TP_ORGANIZACAO_ACADEMICA;TP_CATEGORIA_ADMINISTRATIVA;TP_REDE;CO_CURSO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA;TX_EVASAO;FEAT_RATIO_CANDIDATO_VAGA;FEAT_TAXA_OCUPACAO_VAGAS;FEAT_PCT_ING_FEM;FEAT_IDADE_MEDIA_ING;FEAT_PCT_ING_JOVEM;FEAT_PCT_ING_IDOSO;FEAT_PCT_ING_PRETA_PARDA;FEAT_PCT_ING_BRANCA;FEAT_INDICE_DIVERSIDADE;FEAT_PCT_ING_DEFICIENTE;FEAT_PCT_ING_RESERVA_SOCIAL;FEAT_PCT_ING_FINANC;FEAT_PCT_ING_COM_FIES;FEAT_PCT_ING_PROUNI;FEAT_PCT_VG_EAD;FEAT_PCT_VG_NOTURNO;FEAT_DOMINANCIA_MODALIDADE;FEAT_REGIAO_NORTE_NORDESTE;FEAT_PUBLICA;ANO_BASE
3;31;3106200;1;1;1;5;2;42171;"""0115L13""";01;011;0115;2;0;1;1;1;66;66;0;0;40;0;26;0;42;42;0;0;30;0;12;0;27;20;7;27;0;15;3;12;0;0;0;0;0;12;0;0;0;17;2;1;1;3;3;0;13;4;8;1;0;1;68;45;23;68;0;0;38;11;5;2;9;3;0;24;15;26;1;0;2;12;9;3;12;0;0;1;5;2;1;3;0;0;3;2;7;0;0;0;27;0;67;1;12;0;4;4;3;0;24;0;0;0;0;24;15;0;9;0;62;0;0;0;0;62;46;0;21;0;10;0;0;0;0;10;8;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;8;0;54;14;0;11;1;0;0;0;0;0;0;0;0;0;37;5;33;3;0;0;0;0;0.8518518518518519;0.6363636363636364;0.4090909090909091;0.7407407407407407;28.88888888888889;0.6296296296296297;0.1111111111111111;0.4444444444444444;0.48148148148148145;0.6570644718792867;0.14814814814814814;0.0;0.8888888888888888;0.0;0.5555555555555556;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;1;1;5;2;42187;"""0115L15""";01;011;0115;2;0;1;1;1;68;68;0;0;40;0;28;0;91;91;0;0;75;0;16;0;30;23;7;30;0;18;5;13;0;0;0;0;0;12;0;0;0;25;4;0;1;0;0;0;18;0;10;2;0;0;125;89;36;125;0;0;90;24;4;2;2;2;1;68;11;42;2;0;2;20;19;1;20;0;0;13;4;1;0;2;0;0;9;2;9;0;0;0;29;1;123;2;20;0;1;0;1;0;23;0;0;0;0;23;16;0;8;0;106;0;0;0;0;106;79;0;33;0;17;0;0;0;0;17;12;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;10;0;89;36;0;12;8;0;0;0;0;0;0;0;0;0;90;9;86;18;0;0;0;0;0.9666666666666667;1.338235294117647;0.4411764705882353;0.7666666666666667;22.333333333333332;0.8333333333333334;0.0;0.3333333333333333;0.6;0.5244444444444445;0.0;0.0;0.7666666666666667;0.0;0.5333333333333333;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;1;2;4;2;1520537;"""0115L15""";01;011;0115;2;0;1;1;1;23;0;23;0;16;0;7;0;45;0;45;0;35;0;10;0;16;10;6;0;16;9;6;9;0;0;0;0;0;7;0;0;0;12;3;1;0;0;0;0;8;0;7;0;0;1;23;12;11;0;23;0;19;3;1;0;0;0;0;10;1;11;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;16;0;23;0;1;0;1;1;0;0;3;0;0;0;0;3;3;0;0;0;5;0;0;0;0;5;5;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;23;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3125;1.9565217391304348;0.6956521739130435;0.625;22.8125;0.75;0.0;0.4375;0.5;0.55859375;0.0625;0.0;0.1875;0.0;0.1875;0.0;1.0;NOTURNO;0;0;2022
3;31;3106200;1;2;1;4;2;1183559;"""0115L04""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;39;19;0;0;36;36;0;0;0;0;0;0;22;0;0;1;8;15;14;4;11;5;0;15;4;17;0;0;22;89;57;32;0;0;1;9;18;22;13;18;7;1;31;4;28;0;0;26;9;3;6;0;0;0;0;1;2;0;4;2;0;3;0;2;0;0;4;58;0;88;1;8;1;1;1;1;0;56;0;0;0;0;56;2;0;55;0;89;0;0;0;0;89;4;0;86;0;9;0;0;0;0;9;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;36;0;47;42;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5689655172413793;0.0;0.0;0.6724137931034483;33.724137931034484;0.15517241379310345;0.08620689655172414;0.3620689655172414;0.25862068965517243;0.842449464922711;0.017241379310344827;0.0;0.9655172413793104;0.0;0.034482758620689655;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;2;1;4;2;1125999;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;32;4;0;0;13;13;0;0;0;0;0;0;23;0;0;0;4;4;6;8;9;5;0;11;3;10;0;0;12;75;58;17;0;0;0;6;9;14;14;21;9;2;24;6;22;0;0;23;9;7;2;0;0;0;0;0;1;5;2;1;0;2;2;1;0;0;4;36;0;75;0;9;0;2;0;1;0;35;0;0;0;0;35;2;0;34;0;74;0;0;0;0;74;5;0;70;0;9;0;0;0;0;9;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;16;0;54;21;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5833333333333334;0.0;0.0;0.8888888888888888;37.77777777777778;0.1111111111111111;0.1388888888888889;0.3611111111111111;0.3055555555555556;0.8225308641975309;0.0;0.0;0.9722222222222222;0.0;0.05555555555555555;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;2;1;4;2;89379;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;34;13;0;0;42;26;0;0;16;0;0;0;5;0;0;0;12;4;5;9;12;3;2;9;6;16;0;0;16;42;31;11;0;0;0;13;7;1;5;12;3;1;5;5;19;0;0;13;4;3;1;0;0;0;0;0;0;1;2;1;0;0;1;2;0;0;1;47;0;42;0;4;0;0;0;0;0;22;0;0;0;0;22;0;0;21;1;24;0;0;0;0;24;0;0;23;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;4;0;40;2;0;4;0;0;0;0;0;0;2;0;2;2;4;0;4;1;0;0;0;0;0.8723404255319149;0.0;0.0;0.723404255319149;35.91489361702128;0.2553191489361702;0.10638297872340426;0.46808510638297873;0.19148936170212766;0.8311453146220009;0.0;0.0;0.46808510638297873;0.0;0.0;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;2;1;4;2;1420105;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;68;35;0;0;88;80;2;0;6;0;0;0;15;0;0;0;31;15;14;13;19;7;4;16;6;34;2;0;45;118;74;44;0;0;0;34;16;22;13;17;11;5;25;9;58;1;0;25;3;3;0;0;0;0;1;1;0;1;0;0;0;0;0;3;0;0;0;103;0;117;1;3;0;0;0;0;0;62;0;0;0;0;62;2;0;59;1;55;0;0;0;0;55;1;0;52;2;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;3;0;106;12;0;3;0;0;0;0;0;0;0;0;0;0;8;0;6;0;0;0;0;0;0.6893203883495146;0.0;0.0;0.6601941747572816;33.83495145631068;0.30097087378640774;0.10679611650485436;0.3883495145631068;0.1553398058252427;0.8631350739937789;0.0;0.0;0.6019417475728155;0.0;0.019417475728155338;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;2;1;4;2;1205437;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;18;8;0;0;23;11;9;0;3;0;0;0;3;0;0;0;4;6;5;5;4;1;1;8;3;12;1;0;2;51;36;15;0;0;0;4;10;13;8;11;4;1;20;6;15;3;0;7;14;11;3;0;0;0;0;4;4;1;4;1;0;6;0;4;1;0;3;26;0;51;0;14;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;3;0;0;0;0;3;3;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;6;0;35;16;0;9;5;0;0;0;0;0;40;12;38;11;71;26;51;14;0;0;0;0;0.7692307692307693;0.0;0.0;0.6923076923076923;34.26923076923077;0.15384615384615385;0.07692307692307693;0.5769230769230769;0.3076923076923077;0.6775147928994083;0.0;0.0;0.038461538461538464;0.0;0.038461538461538464;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;2;1;5;2;1487109;"""0115L07""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9;2;0;0;11;10;1;0;0;0;0;0;0;0;0;0;1;0;0;2;5;2;1;5;0;5;0;0;1;9;9;0;0;0;0;0;0;1;2;5;0;1;5;0;4;0;0;0;3;3;0;0;0;0;0;0;1;0;2;0;0;2;0;1;0;0;0;11;0;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;8;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36363636363636365;0.0;0.0;0.8181818181818182;45.0;0.09090909090909091;0.2727272727272727;0.45454545454545453;0.45454545454545453;0.5867768595041323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;2;2;4;2;1153287;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;44;9;0;0;45;45;1;0;0;0;0;0;8;0;0;0;11;6;5;12;14;3;2;15;8;25;1;0;4;109;84;25;0;0;0;22;17;10;21;29;8;2;35;12;54;1;0;7;16;14;2;0;0;0;1;0;1;3;7;4;0;5;2;6;1;0;2;53;0;109;0;16;0;1;0;1;0;38;0;0;0;0;38;7;0;26;10;99;0;0;0;0;99;30;0;67;12;16;0;0;0;0;16;2;0;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;10;0;83;26;0;10;6;0;0;0;0;0;0;0;0;0;11;1;11;2;0;0;0;0;1.2692307692307692;0.0;0.0;0.8301886792452831;36.264150943396224;0.20754716981132076;0.09433962264150944;0.6226415094339622;0.2830188679245283;0.6742613029547881;0.0;0.0;0.7169811320754716;0.0;0.1320754716981132;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;2;2;4;2;95400;"""0115L04""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;15;7;0;0;15;15;0;0;0;0;0;0;7;0;0;0;5;3;2;4;6;2;0;9;1;6;1;0;5;49;31;18;0;0;0;7;13;5;5;14;4;1;18;3;12;0;0;16;9;7;2;0;0;0;1;2;1;1;2;1;1;4;0;3;0;0;2;22;0;49;0;9;0;1;0;1;1;22;0;0;0;0;22;0;0;22;0;48;0;0;0;0;48;0;0;48;0;8;0;0;0;0;8;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;13;0;27;22;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9090909090909091;0.0;0.0;0.6818181818181818;35.36363636363637;0.22727272727272727;0.09090909090909091;0.3181818181818182;0.4090909090909091;0.7541322314049587;0.0;0.0;1.0;0.0;0.0;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;2;2;4;2;1363693;"""0115L04""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;22;17;0;0;39;34;5;0;0;0;0;0;0;0;0;3;11;4;5;5;7;3;1;7;4;9;1;1;17;55;28;27;0;0;3;14;4;7;9;9;7;2;17;8;10;2;1;17;4;2;2;0;0;0;0;0;0;1;1;2;0;4;0;0;0;0;0;39;0;55;0;4;0;3;3;3;0;31;0;0;0;0;31;0;0;31;0;44;0;0;0;0;44;1;0;44;0;4;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;5;0;45;10;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4358974358974359;0.0;0.0;0.5641025641025641;32.82051282051282;0.358974358974359;0.10256410256410256;0.3333333333333333;0.1794871794871795;0.9026955950032873;0.07692307692307693;0.0;0.7948717948717948;0.0;0.0;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;2;2;4;2;1375276;"""0115L07""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;27;7;0;0;30;29;1;0;0;0;0;0;4;0;0;0;1;4;5;4;12;6;2;4;3;4;0;0;23;150;123;27;0;0;0;12;13;12;24;59;27;3;71;17;36;3;0;23;41;37;4;0;0;0;1;2;4;9;19;6;0;21;8;10;2;0;0;34;0;150;0;41;0;25;3;22;6;28;0;0;0;0;28;1;0;28;0;132;0;0;0;0;132;8;0;132;0;41;0;0;0;0;41;2;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;2;0;38;112;0;4;37;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;1.1470588235294117;0.0;0.0;0.7941176470588235;42.26470588235294;0.029411764705882353;0.23529411764705882;0.20588235294117646;0.11764705882352941;0.9645328719723183;0.08823529411764706;0.0;0.8235294117647058;0.0;0.029411764705882353;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;20;7;0;0;26;23;3;0;0;0;0;0;1;0;0;1;4;3;2;2;7;6;2;8;5;4;0;0;10;40;29;11;0;0;1;8;3;3;5;11;6;3;16;6;8;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;40;0;0;0;1;1;1;0;23;0;0;0;0;23;0;0;23;0;34;0;0;0;0;34;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;4;0;25;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8888888888888888;0.0;0.0;0.7407407407407407;40.55555555555556;0.18518518518518517;0.2962962962962963;0.3333333333333333;0.2962962962962963;0.8559670781893004;0.037037037037037035;0.0;0.8518518518518519;0.0;0.0;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;2;2;4;2;1186955;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;19;7;0;0;6;2;4;0;0;0;0;0;20;0;0;0;7;2;0;5;9;2;1;7;1;8;0;0;10;44;33;11;0;0;0;6;5;9;5;15;4;0;8;2;8;1;0;25;9;8;1;0;0;0;0;1;3;0;4;1;0;1;1;0;1;0;6;26;0;44;0;9;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;4;0;24;20;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3076923076923077;0.0;0.0;0.7307692307692307;37.15384615384615;0.2692307692307692;0.11538461538461539;0.34615384615384615;0.2692307692307692;0.8313609467455622;0.0;0.0;0.038461538461538464;0.0;0.038461538461538464;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;2;2;4;2;1379284;"""0115L04""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;11;7;0;0;10;10;0;0;0;0;0;0;8;0;0;0;3;3;3;2;4;3;0;6;1;5;0;0;6;26;19;7;0;0;0;2;5;5;1;9;4;0;7;1;8;0;1;9;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;18;0;26;0;1;0;0;0;0;0;18;0;0;0;0;18;1;0;17;0;26;0;0;0;0;26;1;0;25;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;14;0;12;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2222222222222222;0.0;0.0;0.6111111111111112;36.611111111111114;0.16666666666666666;0.16666666666666666;0.3333333333333333;0.3333333333333333;0.808641975308642;0.0;0.0;1.0;0.0;0.05555555555555555;0.0;0.0;DIURNO;0;0;2022
3;31;3106200;1;2;2;4;2;1538867;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;8;9;0;0;17;17;0;0;0;0;0;0;0;0;0;0;3;5;6;1;1;1;0;4;0;7;0;1;5;10;6;4;0;0;0;1;4;4;0;0;1;0;2;0;5;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;11;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35294117647058826;0.0;0.0;0.47058823529411764;31.0;0.17647058823529413;0.058823529411764705;0.4117647058823529;0.23529411764705882;0.7716262975778547;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;0;0;2022
3;31;3106705;0;2;1;4;2;89379;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;11;3;0;0;14;7;0;0;7;0;0;0;0;0;0;0;2;2;1;4;4;0;1;3;0;5;0;0;6;15;10;5;0;0;0;5;1;3;3;3;0;0;2;1;8;1;0;3;5;4;1;0;0;0;2;0;2;0;1;0;0;0;0;5;0;0;0;14;0;15;0;5;0;0;0;0;0;9;0;0;0;0;9;0;0;9;0;8;0;0;0;0;8;0;0;8;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0;15;0;0;5;0;0;0;0;0;0;4;0;4;3;1;0;1;1;0;0;0;0;0.8571428571428571;0.0;0.0;0.7857142857142857;37.214285714285715;0.14285714285714285;0.07142857142857142;0.35714285714285715;0.21428571428571427;0.826530612244898;0.0;0.0;0.6428571428571429;0.0;0.0;0.0;0.0;DIURNO;0;0;2022
3;31;3106705;0;2;1;4;2;1420105;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;18;5;0;0;22;22;0;0;0;0;0;0;1;0;0;0;13;3;3;1;3;0;0;1;5;8;0;0;9;28;22;6;0;0;0;10;4;5;2;6;0;1;3;7;12;1;0;5;2;2;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;23;0;28;0;2;0;0;0;0;0;14;0;0;0;0;14;0;0;12;2;16;0;0;0;0;16;0;0;14;2;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;0;27;1;0;2;0;0;0;0;0;0;0;0;0;0;4;1;4;0;0;0;0;0;0.8695652173913043;0.0;0.0;0.782608695652174;27.043478260869566;0.5652173913043478;0.0;0.5652173913043478;0.043478260869565216;0.8298676748582231;0.0;0.0;0.6086956521739131;0.0;0.0;0.0;0.0;DIURNO;0;0;2022
3;31;3106705;0;2;1;4;2;1205437;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;7;2;3;0;2;0;0;0;5;0;0;0;5;2;0;2;3;0;0;5;2;4;1;0;0;22;19;3;0;0;0;4;4;2;7;5;0;0;8;2;10;1;0;1;6;4;2;0;0;0;0;1;1;3;1;0;0;1;0;5;0;0;0;12;0;22;0;6;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;2;0;0;0;0;2;2;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;22;0;0;6;0;0;0;0;0;0;12;7;12;2;27;12;22;6;0;0;0;0;0.4166666666666667;0.0;0.0;1.0;30.666666666666668;0.4166666666666667;0.0;0.5;0.4166666666666667;0.6805555555555556;0.0;0.0;0.08333333333333333;0.0;0.08333333333333333;0.0;0.0;DIURNO;0;0;2022
3;31;3113305;0;1;1;2;1;7077;"""0115L15""";01;011;0115;2;1;1;1;1;40;0;40;0;40;0;0;0;42;0;42;0;42;0;0;0;27;21;6;0;27;27;19;8;0;0;0;0;0;0;0;0;0;16;4;4;1;2;0;0;0;0;26;0;0;1;102;71;31;0;102;0;68;18;6;5;4;0;1;0;0;101;0;0;1;20;18;2;0;20;0;14;4;0;1;0;0;1;0;0;20;0;0;0;27;0;102;0;20;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;2;0;1;1;0;0;0;0;0;0;0;22;5;0;96;6;0;19;1;0;0;0;0;0;11;2;11;0;11;0;11;0;0;0;0;0;0.18518518518518517;1.05;0.675;0.7777777777777778;25.88888888888889;0.5925925925925926;0.0;0.9629629629629629;0.0;0.07270233196159137;0.0;1.0;0.0;0.0;0.0;0.0;1.0;NOTURNO;0;1;2022
