CO_REGIAO;CO_UF;CO_MUNICIPIO;IN_CAPITAL;TP_DIMENSAO;TP_ORGANIZACAO_ACADEMICA;TP_CATEGORIA_ADMINISTRATIVA;TP_REDE;CO_CURSO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA;TX_EVASAO;FEAT_RATIO_CANDIDATO_VAGA;FEAT_TAXA_OCUPACAO_VAGAS;FEAT_PCT_ING_FEM;FEAT_IDADE_MEDIA_ING;FEAT_PCT_ING_JOVEM;FEAT_PCT_ING_IDOSO;FEAT_PCT_ING_PRETA_PARDA;FEAT_PCT_ING_BRANCA;FEAT_INDICE_DIVERSIDADE;FEAT_PCT_ING_DEFICIENTE;FEAT_PCT_ING_RESERVA_SOCIAL;FEAT_PCT_ING_FINANC;FEAT_PCT_ING_COM_FIES;FEAT_PCT_ING_PROUNI;FEAT_PCT_VG_EAD;FEAT_PCT_VG_NOTURNO;FEAT_DOMINANCIA_MODALIDADE;FEAT_REGIAO_NORTE_NORDESTE;FEAT_PUBLICA;ANO_BASE
2;26;2612505;0;2;1;4;2;1205437;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;8;3;0;0;9;5;3;0;1;0;0;0;2;0;0;0;5;4;0;0;2;0;0;4;0;5;1;0;1;13;10;3;0;0;0;4;4;1;1;3;0;0;7;1;2;2;0;1;3;3;0;0;0;0;1;1;0;0;1;0;0;2;1;0;0;0;0;11;0;13;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;12;1;0;2;1;0;0;0;0;0;10;4;10;1;20;11;13;3;0;0;0;0;0.6363636363636364;0.0;0.0;0.7272727272727273;27.545454545454547;0.45454545454545453;0.0;0.45454545454545453;0.36363636363636365;0.6528925619834711;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
2;26;2613909;0;1;1;1;1;118478;"""0115L15""";01;011;0115;2;1;1;1;1;120;0;120;0;80;0;40;0;457;0;457;0;433;0;24;0;64;47;17;0;64;60;3;57;0;0;0;0;0;3;0;1;0;53;5;3;2;1;0;0;22;7;32;0;2;1;285;219;66;0;285;0;191;57;21;7;7;2;0;78;39;154;4;8;2;19;15;4;0;19;0;6;5;5;0;3;0;0;2;3;14;0;0;0;64;0;285;0;19;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;4;0;2;7;120;112;70;0;58;8;6;6;3;0;4;0;22;42;0;136;149;0;9;10;0;0;0;0;0;92;0;87;10;60;0;59;1;0;0;0;0;0.234375;3.808333333333333;0.5333333333333333;0.734375;22.859375;0.828125;0.0;0.609375;0.34375;0.618896484375;0.0;0.5833333333333334;0.0;0.0;0.0;0.0;1.0;NOTURNO;1;1;2022
2;26;2613909;0;1;3;7;1;15206;"""0115L13""";01;011;0115;2;0;1;1;1;60;0;60;0;50;0;10;0;60;0;60;0;50;0;10;0;27;22;5;0;27;26;18;7;0;1;0;0;0;1;0;0;0;13;2;2;4;5;1;0;9;1;9;1;2;5;59;45;14;0;59;0;34;11;5;5;4;0;0;18;1;30;2;4;4;4;3;1;0;4;0;2;2;0;0;0;0;0;2;1;0;0;1;0;27;0;59;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;4;0;54;5;0;3;1;0;0;0;0;0;0;0;0;0;68;26;58;4;0;0;0;0;0.2222222222222222;1.0;0.45;0.8148148148148148;30.333333333333332;0.48148148148148145;0.037037037037037035;0.37037037037037035;0.3333333333333333;0.7695473251028806;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NOTURNO;1;1;2022
2;26;2613909;0;2;1;4;2;1420105;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;8;3;0;0;8;6;0;0;2;0;0;0;3;0;0;0;5;2;3;1;0;0;0;2;0;5;0;1;3;9;6;3;0;0;0;4;2;2;1;0;0;0;2;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;9;0;0;0;0;0;0;0;8;0;0;0;0;8;0;0;8;0;7;0;0;0;0;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09090909090909091;0.0;0.0;0.7272727272727273;26.545454545454547;0.45454545454545453;0.0;0.45454545454545453;0.18181818181818182;0.7520661157024794;0.0;0.0;0.7272727272727273;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
2;26;2613909;0;2;1;4;2;1205437;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;11;2;0;0;13;7;6;0;0;0;0;0;0;0;0;0;3;2;5;1;1;1;0;4;1;3;1;2;2;16;13;3;0;0;0;5;3;5;1;2;0;0;4;2;4;1;2;3;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;13;0;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;14;2;0;2;0;0;0;0;0;0;19;9;16;2;23;13;16;2;0;0;0;0;0.5384615384615384;0.0;0.0;0.8461538461538461;31.846153846153847;0.23076923076923078;0.07692307692307693;0.3076923076923077;0.3076923076923077;0.8165680473372781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
2;26;2613008;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;17;4;0;0;19;16;3;0;0;0;0;0;2;0;0;0;12;5;3;0;0;1;0;9;0;7;0;0;5;29;23;6;0;0;0;16;5;4;0;2;2;0;14;1;8;0;0;6;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;21;0;29;0;1;0;0;0;0;0;21;0;0;0;0;21;0;0;21;0;26;0;0;0;0;26;0;0;26;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;4;0;17;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09523809523809523;0.0;0.0;0.8095238095238095;25.61904761904762;0.5714285714285714;0.047619047619047616;0.3333333333333333;0.42857142857142855;0.7052154195011338;0.0;0.0;1.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
2;26;2614808;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;10;1;0;0;10;10;0;0;0;0;0;0;1;0;0;0;2;1;3;1;4;0;0;2;0;1;0;3;5;16;15;1;0;0;0;3;1;5;2;5;0;0;6;0;2;0;3;5;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;11;0;16;0;1;0;0;0;0;0;11;0;0;0;0;11;0;0;11;0;16;0;0;0;0;16;0;0;16;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;8;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18181818181818182;0.0;0.0;0.9090909090909091;34.72727272727273;0.18181818181818182;0.0;0.09090909090909091;0.18181818181818182;0.8842975206611571;0.0;0.0;1.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
2;26;2616407;0;1;2;5;2;10957;"""0115L15""";01;011;0115;2;0;1;1;1;45;0;45;0;30;0;15;0;150;0;150;0;100;0;50;0;32;25;7;0;32;18;18;0;0;0;0;0;0;14;0;0;2;21;5;0;0;3;1;0;9;1;19;0;0;3;95;65;30;0;95;2;60;14;8;3;6;1;1;28;4;43;0;0;20;28;20;8;0;28;0;17;5;3;0;2;0;1;7;0;11;0;0;10;32;0;95;0;28;0;0;0;0;0;11;0;0;0;0;11;0;0;11;0;35;0;0;0;0;35;0;0;35;0;11;0;0;0;0;11;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;6;0;83;12;0;25;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.375;3.3333333333333335;0.7111111111111111;0.78125;25.0;0.71875;0.03125;0.625;0.28125;0.5673828125;0.0;0.0;0.34375;0.0;0.0;0.0;1.0;NOTURNO;1;0;2022
2;26;2616407;0;2;2;4;2;1375276;"""0115L07""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;12;4;0;0;16;15;1;0;0;0;0;0;0;0;0;0;4;5;1;1;3;2;0;3;0;2;0;0;11;57;47;10;0;0;0;11;6;10;11;14;5;0;28;6;10;1;0;12;8;8;0;0;0;0;0;0;3;4;1;0;0;7;0;1;0;0;0;16;0;57;0;8;0;6;5;6;0;14;0;0;0;0;14;0;0;14;0;50;0;0;0;0;50;2;0;50;0;7;0;0;0;0;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;0;15;42;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.75;0.0;0.0;0.75;33.3125;0.25;0.125;0.125;0.1875;0.94921875;0.3125;0.0;0.875;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
2;26;2616407;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;18;5;0;0;23;21;2;0;0;0;0;0;0;0;0;0;2;6;3;6;5;0;1;6;2;5;0;0;10;30;23;7;0;0;1;2;7;4;8;7;0;1;12;2;6;0;0;10;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;23;0;30;0;1;0;1;1;1;0;21;0;0;0;0;21;0;0;21;0;26;0;0;0;0;26;0;0;26;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;3;0;20;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.391304347826087;0.0;0.0;0.782608695652174;35.30434782608695;0.08695652173913043;0.043478260869565216;0.30434782608695654;0.2608695652173913;0.8771266540642721;0.043478260869565216;0.0;0.9130434782608695;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
2;26;2600500;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;12;8;0;0;20;20;0;0;0;0;0;0;0;0;0;0;10;3;3;1;3;0;0;2;0;3;0;5;10;34;24;10;0;0;0;15;7;6;2;4;0;0;8;0;10;1;5;10;3;3;0;0;0;0;1;1;1;0;0;0;0;1;0;2;0;0;0;20;0;34;0;3;0;0;0;0;0;20;0;0;0;0;20;0;0;20;0;33;0;0;0;0;33;0;0;33;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;0;19;15;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.65;0.0;0.0;0.6;27.95;0.5;0.0;0.15;0.1;0.905;0.0;0.0;1.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
2;22;2201903;0;1;1;2;1;71105;"""0115L13""";01;011;0115;2;1;1;1;1;30;0;30;0;30;0;0;0;64;0;64;0;64;0;0;0;12;10;2;0;12;12;12;12;0;0;0;0;0;0;0;0;0;10;1;0;0;1;0;0;1;1;10;0;0;0;69;51;18;0;69;0;41;16;6;2;3;1;0;5;1;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;13;4;9;0;0;0;0;0;0;0;0;0;10;2;0;67;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08333333333333333;2.1333333333333333;0.4;0.8333333333333334;23.5;0.8333333333333334;0.0;0.9166666666666666;0.08333333333333333;0.29166666666666663;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NOTURNO;1;1;2022
2;22;2202604;0;2;2;5;2;1404198;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;9;3;0;0;10;10;0;0;0;0;0;0;2;0;0;0;4;3;1;1;3;0;0;8;0;1;0;2;1;19;14;5;0;0;0;8;5;1;2;3;0;0;12;0;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;19;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;7;0;0;0;0;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.75;30.75;0.3333333333333333;0.0;0.08333333333333333;0.6666666666666666;0.5208333333333334;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
2;22;2203701;0;2;1;4;2;89379;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;13;4;0;0;17;7;0;0;10;0;0;0;0;0;0;0;5;6;4;2;0;0;0;3;2;5;0;0;7;22;19;3;0;0;0;9;7;4;1;1;0;0;3;2;10;0;0;7;2;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;17;0;22;0;2;0;0;0;0;0;8;0;0;0;0;8;0;0;8;0;8;0;0;0;0;8;0;0;8;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;21;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4117647058823529;0.0;0.0;0.7647058823529411;27.58823529411765;0.29411764705882354;0.0;0.4117647058823529;0.17647058823529413;0.8685121107266436;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
2;22;2203909;0;2;1;4;2;1205437;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;9;3;0;0;12;2;9;0;1;0;0;0;0;0;0;0;6;2;3;1;0;0;0;2;2;4;2;0;2;18;13;5;0;0;0;6;4;5;2;0;1;0;3;4;6;2;0;3;2;0;2;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;12;0;18;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;17;1;0;2;0;0;0;0;0;0;19;9;17;2;22;12;18;2;0;0;0;0;0.3333333333333333;0.0;0.0;0.75;26.083333333333332;0.5;0.0;0.5;0.16666666666666666;0.8055555555555556;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
2;22;2207702;0;1;1;2;1;45304;"""0115L04""";01;011;0115;2;1;1;1;1;70;35;35;0;70;0;0;0;176;176;0;0;176;0;0;0;20;12;8;20;0;20;20;20;0;0;0;0;0;0;0;0;1;16;2;1;0;0;0;0;1;0;19;0;0;0;111;62;49;37;74;1;73;22;9;3;2;0;1;0;1;110;0;0;0;10;5;5;7;3;0;7;2;1;0;0;0;0;0;0;10;0;0;0;20;0;111;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;0;0;0;28;9;19;0;0;0;3;1;2;0;0;0;18;2;0;103;8;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;2.5142857142857142;0.2857142857142857;0.6;21.95;0.85;0.0;0.95;0.05;0.09500000000000008;0.0;0.25;0.0;0.0;0.0;0.0;0.5;DIURNO;1;1;2022
2;22;2207702;0;1;1;2;1;18561;"""0115L13""";01;011;0115;2;1;1;1;1;120;80;40;0;120;0;0;0;255;255;0;0;255;0;0;0;26;20;6;26;0;26;26;26;0;0;0;0;0;0;0;0;0;25;0;0;1;0;0;0;0;0;26;0;0;0;140;99;41;80;60;0;103;18;12;4;2;1;0;2;0;138;0;0;0;21;17;4;21;0;0;16;5;0;0;0;0;0;1;0;20;0;0;0;26;0;140;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;8;0;0;0;37;9;28;0;0;0;7;2;5;0;0;0;25;1;0;128;11;1;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11538461538461539;2.125;0.21666666666666667;0.7692307692307693;21.615384615384617;0.9615384615384616;0.0;1.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.3333333333333333;DIURNO;1;1;2022
2;22;2207702;0;2;2;4;2;1363800;"""0115L04""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;10;5;0;0;15;15;0;0;0;0;0;0;0;0;0;0;7;1;3;2;1;1;0;14;1;0;0;0;0;14;8;6;0;0;0;9;1;0;1;1;2;0;11;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;0;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5333333333333333;0.0;0.0;0.6666666666666666;29.6;0.4666666666666667;0.06666666666666667;0.06666666666666667;0.9333333333333333;0.12444444444444436;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
2;22;2207702;0;2;2;4;2;1363801;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;12;2;0;0;14;14;0;0;0;0;0;0;0;0;0;0;6;2;3;1;2;0;0;14;0;0;0;0;0;19;16;3;0;0;0;6;3;5;2;2;1;0;18;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;14;0;19;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;14;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42857142857142855;0.0;0.0;0.8571428571428571;28.785714285714285;0.42857142857142855;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
2;22;2208007;0;1;1;1;1;94086;"""0115L13""";01;011;0115;2;1;1;1;1;55;0;55;0;50;0;5;0;317;0;317;0;312;0;5;0;37;27;10;0;37;37;0;37;0;0;0;0;0;0;0;0;0;34;3;0;0;0;0;0;13;5;19;0;0;0;162;123;39;0;162;0;129;22;5;4;2;0;0;51;17;94;0;0;0;24;20;4;0;24;0;18;3;1;2;0;0;0;7;3;14;0;0;0;37;0;162;0;24;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;12;0;4;0;77;77;59;0;36;0;8;8;6;0;4;0;31;6;0;140;22;0;19;5;0;0;0;0;0;1;1;1;0;55;1;54;8;0;0;0;0;0.08108108108108109;5.763636363636364;0.6727272727272727;0.7297297297297297;21.486486486486488;0.918918918918919;0.0;0.6486486486486487;0.35135135135135137;0.5945945945945946;0.0;1.2857142857142858;0.0;0.0;0.0;0.0;1.0;NOTURNO;1;1;2022
2;22;2208007;0;1;1;2;1;18562;"""0115L13""";01;011;0115;2;1;1;1;1;70;35;35;0;70;0;0;0;193;0;193;0;193;0;0;0;14;11;3;0;14;14;14;14;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;14;0;0;0;101;79;22;43;58;0;75;17;4;2;3;0;0;2;1;98;0;0;0;25;17;8;0;25;0;15;8;2;0;0;0;0;0;0;25;0;0;0;14;0;101;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;19;3;16;0;0;0;5;1;4;0;0;0;14;0;0;100;1;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21428571428571427;2.757142857142857;0.2;0.7857142857142857;21.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;DIURNO;1;1;2022
2;22;2208007;0;2;2;4;2;1597874;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;10;1;0;0;11;9;2;0;0;0;0;0;0;0;0;0;6;2;2;1;0;0;0;8;0;0;0;0;3;7;6;1;0;0;0;2;2;2;1;0;0;0;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2727272727272727;0.0;0.0;0.9090909090909091;25.545454545454547;0.5454545454545454;0.0;0.0;0.7272727272727273;0.47107438016528924;0.0;0.0;0.0;0.0;0.0;0.0;0.0;DIURNO;1;0;2022
